Ring,Date,Year,Month,Day,HatchDate,DaysSinceHatching,study_area,Dist2Nest
3408911,2014-11-24T00:00:00Z,2014,11,328,2014-05-02,206,TRUE,2.9270267931408123
3408911,2014-12-20T00:00:00Z,2014,12,354,2014-05-02,232,TRUE,2.9270267931408123
3408911,2015-01-18T00:00:00Z,2015,01,18,2014-05-02,261,TRUE,2.9270267931408123
3408911,2015-02-28T00:00:00Z,2015,02,59,2014-05-02,302,TRUE,2.9270267931408123
3408911,2015-03-13T00:00:00Z,2015,03,72,2014-05-02,315,TRUE,2.9270267931408123
3408911,2015-03-22T00:00:00Z,2015,03,81,2014-05-02,324,TRUE,2.9270267931408123
3408911,2015-05-02T00:00:00Z,2015,05,122,2014-05-02,365,TRUE,2.9270267931408123
3408911,2015-06-05T00:00:00Z,2015,06,156,2014-05-02,399,TRUE,2.9270267931408123
3408911,2015-06-30T00:00:00Z,2015,06,181,2014-05-02,424,TRUE,2.9270267931408123
3408911,2016-02-28T00:00:00Z,2016,02,59,2014-05-02,667,TRUE,2.9270267931408123
3408911,2017-11-03T00:00:00Z,2017,11,307,2014-05-02,1281,TRUE,5.073227120595279
3408911,2018-03-06T00:00:00Z,2018,03,65,2014-05-02,1404,TRUE,5.153137879600051
3408911,2018-05-22T00:00:00Z,2018,05,142,2014-05-02,1481,TRUE,5.0278494427474625
3408791,2014-08-23T00:00:00Z,2014,08,235,2014-05-09,106,TRUE,3.1009458677100765
3408791,2016-04-06T00:00:00Z,2016,04,97,2014-05-09,698,TRUE,2.0624466633345127
3408919,2014-08-23T00:00:00Z,2014,08,235,2014-05-02,113,FALSE,22.127292132417782
3408919,2014-12-08T00:00:00Z,2014,12,342,2014-05-02,220,FALSE,15.809639232627928
3408919,2015-01-23T00:00:00Z,2015,01,23,2014-05-02,266,FALSE,15.809639232627928
3408919,2015-02-09T00:00:00Z,2015,02,40,2014-05-02,283,FALSE,15.809639232627928
3408915,2014-08-26T00:00:00Z,2014,08,238,2014-05-09,109,FALSE,10.401442026437927
3408915,2016-04-30T00:00:00Z,2016,04,121,2014-05-09,722,FALSE,25.70368516085905
3408939,2014-08-29T00:00:00Z,2014,08,241,2014-05-06,115,FALSE,45.91269610523956
3109044,2014-09-03T00:00:00Z,2014,09,246,2010-05-04,1583,TRUE,3.7638894376220895
3109044,2014-11-10T00:00:00Z,2014,11,314,2010-05-04,1651,TRUE,3.7638894376220895
3109044,2015-10-13T00:00:00Z,2015,10,286,2010-05-04,1988,FALSE,2.1748264694591524
3408590,2014-09-07T00:00:00Z,2014,09,250,2014-04-26,134,TRUE,2.2762376024744375
3408738,2014-09-07T00:00:00Z,2014,09,250,2014-05-05,125,FALSE,39.123287444664925
3408738,2014-09-08T00:00:00Z,2014,09,251,2014-05-05,126,FALSE,39.123287444664925
3408738,2014-09-09T00:00:00Z,2014,09,252,2014-05-05,127,FALSE,38.2383695117676
3408738,2014-09-10T00:00:00Z,2014,09,253,2014-05-05,128,FALSE,39.099672928332446
3408728,2014-09-10T00:00:00Z,2014,09,253,2014-05-01,132,FALSE,12.75137311307595
3408643,2014-09-12T00:00:00Z,2014,09,255,2014-04-29,136,FALSE,44.48145466789913
3408643,2015-04-09T00:00:00Z,2015,04,99,2014-04-29,345,FALSE,44.48145466789913
3408858,2014-09-16T00:00:00Z,2014,09,259,2014-05-10,129,FALSE,47.81058126707019
3408858,2014-11-09T00:00:00Z,2014,11,313,2014-05-10,183,FALSE,47.81058126707019
3408858,2015-02-19T00:00:00Z,2015,02,50,2014-05-10,285,FALSE,47.81058126707019
3408858,2015-05-02T00:00:00Z,2015,05,122,2014-05-10,357,FALSE,47.81058126707019
3408858,2014-12-28T00:00:00Z,2014,12,362,2014-05-10,232,FALSE,48.426821974746524
3408858,2015-01-06T00:00:00Z,2015,01,6,2014-05-10,241,FALSE,48.426821974746524
3408858,2015-02-05T00:00:00Z,2015,02,36,2014-05-10,271,FALSE,48.426821974746524
3408858,2015-03-27T00:00:00Z,2015,03,86,2014-05-10,321,FALSE,48.426821974746524
3408858,2015-01-02T00:00:00Z,2015,01,2,2014-05-10,237,FALSE,48.08762620998559
3408920,2014-09-17T00:00:00Z,2014,09,260,2014-05-09,131,TRUE,0.6280779530818893
3408920,2014-11-22T00:00:00Z,2014,11,326,2014-05-09,197,TRUE,0.018071809102340682
3408920,2015-04-16T00:00:00Z,2015,04,106,2014-05-09,342,TRUE,0.018071809102340682
3408920,2015-04-28T00:00:00Z,2015,04,118,2014-05-09,354,TRUE,0.018071809102340682
3408920,2014-12-31T00:00:00Z,2014,12,365,2014-05-09,236,TRUE,0.8080301453236653
3408920,2015-04-20T00:00:00Z,2015,04,110,2014-05-09,346,FALSE,9.844130337650954
3408920,2015-04-27T00:00:00Z,2015,04,117,2014-05-09,353,TRUE,15.792677943549364
3408920,2016-03-21T00:00:00Z,2016,03,81,2014-05-09,682,TRUE,1.799944785101743
3408920,2016-10-04T00:00:00Z,2016,10,278,2014-05-09,879,TRUE,1.212147441866995
3408920,2017-09-28T00:00:00Z,2017,09,271,2014-05-09,1238,TRUE,2.466007659287764
3408920,2017-10-21T00:00:00Z,2017,10,294,2014-05-09,1261,TRUE,2.466007659287764
3408920,2017-10-28T00:00:00Z,2017,10,301,2014-05-09,1268,TRUE,2.466007659287764
3408877,2014-09-23T00:00:00Z,2014,09,266,2014-05-13,133,FALSE,59.036978953116105
3408877,2017-12-29T00:00:00Z,2017,12,363,2014-05-13,1326,FALSE,140.8955697188003
3408877,2018-03-11T00:00:00Z,2018,03,70,2014-05-13,1398,FALSE,140.8955697188003
3408877,2018-01-23T00:00:00Z,2018,01,23,2014-05-13,1351,FALSE,140.77825112993338
3408877,2018-02-20T00:00:00Z,2018,02,51,2014-05-13,1379,FALSE,140.77825112993338
3408877,2018-03-10T00:00:00Z,2018,03,69,2014-05-13,1397,FALSE,140.77825112993338
3408877,2021-04-27T00:00:00Z,2021,04,117,2014-05-13,2541,FALSE,140.77825112993338
3408877,2018-03-21T00:00:00Z,2018,03,80,2014-05-13,1408,FALSE,141.48574350195446
3408877,2019-05-25T00:00:00Z,2019,05,145,2014-05-13,1838,FALSE,141.0062915472091
3408877,2020-08-16T00:00:00Z,2020,08,229,2014-05-13,2287,FALSE,141.0397474568531
3408863,2014-09-24T00:00:00Z,2014,09,267,2014-05-08,139,TRUE,2.139156531833841
3408863,2015-01-19T00:00:00Z,2015,01,19,2014-05-08,256,FALSE,2.6955207150827873
3408863,2015-04-20T00:00:00Z,2015,04,110,2014-05-08,347,TRUE,4.419925293637923
3408863,2016-02-24T00:00:00Z,2016,02,55,2014-05-08,657,TRUE,6.726219205541145
3408914,2014-09-28T00:00:00Z,2014,09,271,2014-05-12,139,TRUE,2.1140990763505307
3408914,2015-10-29T00:00:00Z,2015,10,302,2014-05-12,535,TRUE,2.879340618838159
3408914,2015-11-04T00:00:00Z,2015,11,308,2014-05-12,541,TRUE,2.879340618838159
3408914,2015-11-21T00:00:00Z,2015,11,325,2014-05-12,558,TRUE,2.879340618838159
3408914,2015-12-01T00:00:00Z,2015,12,335,2014-05-12,568,TRUE,2.879340618838159
3408914,2015-12-24T00:00:00Z,2015,12,358,2014-05-12,591,TRUE,2.879340618838159
3408914,2015-12-29T00:00:00Z,2015,12,363,2014-05-12,596,TRUE,2.879340618838159
3408914,2016-01-13T00:00:00Z,2016,01,13,2014-05-12,611,TRUE,2.879340618838159
3408914,2016-01-23T00:00:00Z,2016,01,23,2014-05-12,621,TRUE,2.879340618838159
3408914,2016-02-07T00:00:00Z,2016,02,38,2014-05-12,636,TRUE,2.879340618838159
3408914,2016-03-06T00:00:00Z,2016,03,66,2014-05-12,664,TRUE,2.879340618838159
3408914,2016-04-22T00:00:00Z,2016,04,113,2014-05-12,711,TRUE,2.879340618838159
3408914,2016-06-10T00:00:00Z,2016,06,162,2014-05-12,760,TRUE,2.879340618838159
3408914,2016-08-28T00:00:00Z,2016,08,241,2014-05-12,839,TRUE,2.879340618838159
3408914,2016-09-24T00:00:00Z,2016,09,268,2014-05-12,866,TRUE,2.879340618838159
3408914,2016-10-01T00:00:00Z,2016,10,275,2014-05-12,873,TRUE,2.879340618838159
3408914,2016-10-24T00:00:00Z,2016,10,298,2014-05-12,896,TRUE,2.879340618838159
3408914,2016-11-04T00:00:00Z,2016,11,309,2014-05-12,907,TRUE,2.879340618838159
3408914,2016-12-05T00:00:00Z,2016,12,340,2014-05-12,938,TRUE,2.879340618838159
3408914,2017-03-12T00:00:00Z,2017,03,71,2014-05-12,1035,TRUE,2.879340618838159
3408914,2017-03-26T00:00:00Z,2017,03,85,2014-05-12,1049,TRUE,3.06125471654304
3408914,2017-06-26T00:00:00Z,2017,06,177,2014-05-12,1141,TRUE,3.06125471654304
3408914,2017-07-09T00:00:00Z,2017,07,190,2014-05-12,1154,TRUE,3.06125471654304
3408914,2017-08-20T00:00:00Z,2017,08,232,2014-05-12,1196,TRUE,3.06125471654304
3408914,2017-08-31T00:00:00Z,2017,08,243,2014-05-12,1207,TRUE,3.06125471654304
3408914,2017-09-04T00:00:00Z,2017,09,247,2014-05-12,1211,TRUE,3.06125471654304
3408914,2017-09-08T00:00:00Z,2017,09,251,2014-05-12,1215,TRUE,3.06125471654304
3408914,2017-09-17T00:00:00Z,2017,09,260,2014-05-12,1224,TRUE,3.06125471654304
3408914,2017-09-18T00:00:00Z,2017,09,261,2014-05-12,1225,TRUE,3.06125471654304
3408914,2017-07-26T00:00:00Z,2017,07,207,2014-05-12,1171,TRUE,3.0379244928882856
3408914,2017-08-06T00:00:00Z,2017,08,218,2014-05-12,1182,TRUE,2.1004147375101105
3408914,2017-08-07T00:00:00Z,2017,08,219,2014-05-12,1183,TRUE,2.1004147375101105
3408914,2017-08-13T00:00:00Z,2017,08,225,2014-05-12,1189,TRUE,2.1004147375101105
3408914,2017-09-24T00:00:00Z,2017,09,267,2014-05-12,1231,TRUE,2.1004147375101105
3408914,2017-09-30T00:00:00Z,2017,09,273,2014-05-12,1237,TRUE,2.1004147375101105
3408914,2017-10-04T00:00:00Z,2017,10,277,2014-05-12,1241,TRUE,2.1004147375101105
3408914,2017-10-06T00:00:00Z,2017,10,279,2014-05-12,1243,TRUE,2.1004147375101105
3408914,2017-10-17T00:00:00Z,2017,10,290,2014-05-12,1254,TRUE,2.1004147375101105
3408914,2017-09-01T00:00:00Z,2017,09,244,2014-05-12,1208,TRUE,3.0478684277504025
3408914,2017-10-31T00:00:00Z,2017,10,304,2014-05-12,1268,TRUE,2.0666128842425606
3408914,2017-12-27T00:00:00Z,2017,12,361,2014-05-12,1325,TRUE,2.8530751166940593
3408914,2018-04-04T00:00:00Z,2018,04,94,2014-05-12,1423,TRUE,3.5680535011746812
3408914,2018-09-29T00:00:00Z,2018,09,272,2014-05-12,1601,TRUE,3.5680535011746812
3408914,2018-12-06T00:00:00Z,2018,12,340,2014-05-12,1669,TRUE,3.5680535011746812
3408914,2019-03-09T00:00:00Z,2019,03,68,2014-05-12,1762,TRUE,3.5680535011746812
3408914,2019-03-17T00:00:00Z,2019,03,76,2014-05-12,1770,TRUE,3.5680535011746812
3408914,2019-04-16T00:00:00Z,2019,04,106,2014-05-12,1800,TRUE,3.5680535011746812
3408914,2018-11-02T00:00:00Z,2018,11,306,2014-05-12,1635,TRUE,2.851121406720342
3408914,2018-11-03T00:00:00Z,2018,11,307,2014-05-12,1636,TRUE,2.851121406720342
3408914,2019-08-14T00:00:00Z,2019,08,226,2014-05-12,1920,TRUE,3.8175607084366274
3408914,2019-11-15T00:00:00Z,2019,11,319,2014-05-12,2013,TRUE,3.5836768097003744
3408914,2019-12-12T00:00:00Z,2019,12,346,2014-05-12,2040,TRUE,3.578407882226801
3408914,2020-02-06T00:00:00Z,2020,02,37,2014-05-12,2096,TRUE,3.57624782152664
3408914,2020-03-19T00:00:00Z,2020,03,79,2014-05-12,2138,TRUE,3.57624782152664
3408914,2020-04-04T00:00:00Z,2020,04,95,2014-05-12,2154,TRUE,3.57624782152664
3408914,2020-06-14T00:00:00Z,2020,06,166,2014-05-12,2225,TRUE,3.57624782152664
3408914,2020-10-29T00:00:00Z,2020,10,303,2014-05-12,2362,TRUE,3.57624782152664
3408914,2020-11-04T00:00:00Z,2020,11,309,2014-05-12,2368,TRUE,3.57624782152664
3408914,2020-12-06T00:00:00Z,2020,12,341,2014-05-12,2400,TRUE,3.57624782152664
3408914,2021-03-31T00:00:00Z,2021,03,90,2014-05-12,2515,TRUE,3.57624782152664
3408914,2021-04-05T00:00:00Z,2021,04,95,2014-05-12,2520,TRUE,3.57624782152664
3408626,2014-10-01T00:00:00Z,2014,10,274,2014-05-03,151,TRUE,5.2490612989580505
3408626,2014-10-15T00:00:00Z,2014,10,288,2014-05-03,165,TRUE,5.2490612989580505
3408986,2014-10-01T00:00:00Z,2014,10,274,2014-05-14,140,FALSE,103.28736426382063
3408986,2015-02-06T00:00:00Z,2015,02,37,2014-05-14,268,FALSE,21.096905019295185
3408822,2014-10-03T00:00:00Z,2014,10,276,2014-04-23,163,FALSE,71.4603952164475
3408956,2014-10-03T00:00:00Z,2014,10,276,2014-05-09,147,TRUE,0.41365512786599246
3408956,2015-07-24T00:00:00Z,2015,07,205,2014-05-09,441,FALSE,26.63885904394939
3408956,2015-10-03T00:00:00Z,2015,10,276,2014-05-09,512,FALSE,27.490681531369525
3408956,2016-02-19T00:00:00Z,2016,02,50,2014-05-09,651,FALSE,28.972035573118976
3408869,2014-10-11T00:00:00Z,2014,10,284,2014-04-26,168,FALSE,130.38132888561867
3408951,2014-10-11T00:00:00Z,2014,10,284,2014-05-11,153,FALSE,125.03713133413224
3408922,2014-10-22T00:00:00Z,2014,10,295,2014-05-13,162,FALSE,75.91004429976832
3408922,2015-02-10T00:00:00Z,2015,02,41,2014-05-13,273,FALSE,134.55629700798286
3408982,2014-11-02T00:00:00Z,2014,11,306,2014-05-11,175,FALSE,45.80833939215012
3408982,2015-02-01T00:00:00Z,2015,02,32,2014-05-11,266,FALSE,45.1148818752999
3408982,2015-03-21T00:00:00Z,2015,03,80,2014-05-11,314,FALSE,44.52757972283329
3408982,2015-08-10T00:00:00Z,2015,08,222,2014-05-11,456,FALSE,44.52757972283329
3408982,2018-02-17T00:00:00Z,2018,02,48,2014-05-11,1378,FALSE,26.92189874493843
3408982,2018-03-28T00:00:00Z,2018,03,87,2014-05-11,1417,FALSE,26.640720863924937
3408608,2014-11-06T00:00:00Z,2014,11,310,2014-05-02,188,FALSE,54.93762982315327
3408608,2015-07-04T00:00:00Z,2015,07,185,2014-05-02,428,FALSE,55.712900727627456
3408608,2016-10-16T00:00:00Z,2016,10,290,2014-05-02,898,FALSE,56.48402875969524
3408608,2017-11-24T00:00:00Z,2017,11,328,2014-05-02,1302,FALSE,54.279573606984734
3408608,2020-06-25T00:00:00Z,2020,06,177,2014-05-02,2246,TRUE,4.618120030880073
3408608,2020-08-01T00:00:00Z,2020,08,214,2014-05-02,2283,TRUE,4.086493235158698
3408865,2014-11-12T00:00:00Z,2014,11,316,2014-05-03,193,TRUE,5.285868613267597
3408865,2014-12-13T00:00:00Z,2014,12,347,2014-05-03,224,TRUE,6.933343208359085
3408865,2014-12-26T00:00:00Z,2014,12,360,2014-05-03,237,TRUE,6.933343208359085
3408865,2015-01-18T00:00:00Z,2015,01,18,2014-05-03,260,TRUE,6.933343208359085
3408865,2015-01-31T00:00:00Z,2015,01,31,2014-05-03,273,TRUE,6.933343208359085
3408865,2015-02-08T00:00:00Z,2015,02,39,2014-05-03,281,TRUE,6.933343208359085
3408868,2014-11-12T00:00:00Z,2014,11,316,2014-04-30,196,FALSE,35.069122792947525
3408868,2014-12-23T00:00:00Z,2014,12,357,2014-04-30,237,FALSE,35.069122792947525
3408868,2015-01-19T00:00:00Z,2015,01,19,2014-04-30,264,FALSE,35.069122792947525
3408868,2015-01-23T00:00:00Z,2015,01,23,2014-04-30,268,FALSE,35.069122792947525
3408868,2015-02-18T00:00:00Z,2015,02,49,2014-04-30,294,FALSE,35.069122792947525
3408868,2015-03-13T00:00:00Z,2015,03,72,2014-04-30,317,FALSE,35.069122792947525
3408868,2015-03-18T00:00:00Z,2015,03,77,2014-04-30,322,FALSE,35.069122792947525
3408868,2015-04-17T00:00:00Z,2015,04,107,2014-04-30,352,FALSE,35.069122792947525
3408868,2015-05-25T00:00:00Z,2015,05,145,2014-04-30,390,FALSE,35.069122792947525
3408868,2015-08-31T00:00:00Z,2015,08,243,2014-04-30,488,FALSE,35.069122792947525
3408868,2015-10-20T00:00:00Z,2015,10,293,2014-04-30,538,FALSE,35.069122792947525
3408868,2016-01-05T00:00:00Z,2016,01,5,2014-04-30,615,FALSE,35.069122792947525
3408868,2016-01-13T00:00:00Z,2016,01,13,2014-04-30,623,FALSE,35.069122792947525
3408868,2016-09-06T00:00:00Z,2016,09,250,2014-04-30,860,FALSE,35.080325885137235
3408868,2019-10-07T00:00:00Z,2019,10,280,2014-04-30,1986,FALSE,48.6208460981872
3408876,2014-11-24T00:00:00Z,2014,11,328,2014-05-14,194,TRUE,9.091056068600581
3408876,2014-11-25T00:00:00Z,2014,11,329,2014-05-14,195,TRUE,9.128036390581942
3408876,2017-12-07T00:00:00Z,2017,12,341,2014-05-14,1303,TRUE,6.592453807977405
3408755,2014-11-26T00:00:00Z,2014,11,330,2014-05-06,204,FALSE,47.29786041381735
3408779,2014-11-27T00:00:00Z,2014,11,331,2014-04-27,214,TRUE,1.1498188383763788
3408779,2014-12-15T00:00:00Z,2014,12,349,2014-04-27,232,TRUE,1.1498188383763788
3408779,2015-01-13T00:00:00Z,2015,01,13,2014-04-27,261,TRUE,1.1498188383763788
3408779,2015-04-20T00:00:00Z,2015,04,110,2014-04-27,358,TRUE,1.1498188383763788
3408779,2016-04-15T00:00:00Z,2016,04,106,2014-04-27,719,TRUE,1.1498188383763788
3408779,2017-06-03T00:00:00Z,2017,06,154,2014-04-27,1133,TRUE,0.424625280876125
3408779,2018-03-04T00:00:00Z,2018,03,63,2014-04-27,1407,TRUE,0.424625280876125
3408779,2018-06-15T00:00:00Z,2018,06,166,2014-04-27,1510,TRUE,0.424625280876125
3408779,2019-05-19T00:00:00Z,2019,05,139,2014-04-27,1848,TRUE,0.48161385356959274
3408885,2014-12-01T00:00:00Z,2014,12,335,2014-04-30,215,FALSE,30.231338128347765
3407395,2014-12-05T00:00:00Z,2014,12,339,2012-05-03,946,FALSE,311.8769016354886
3407395,2015-02-02T00:00:00Z,2015,02,33,2012-05-03,1005,FALSE,311.8769016354886
3407395,2015-10-27T00:00:00Z,2015,10,300,2012-05-03,1272,FALSE,411.7089585863346
3407395,2016-03-10T00:00:00Z,2016,03,70,2012-05-03,1407,FALSE,58.54174883924537
3407395,2018-02-22T00:00:00Z,2018,02,53,2012-05-03,2121,FALSE,40.92646137165561
3407395,2018-12-12T00:00:00Z,2018,12,346,2012-05-03,2414,FALSE,402.8275053786126
3407395,2019-01-19T00:00:00Z,2019,01,19,2012-05-03,2452,FALSE,402.8275053786126
3408820,2014-12-11T00:00:00Z,2014,12,345,2014-05-12,213,FALSE,20.01562065969017
3408820,2014-12-27T00:00:00Z,2014,12,361,2014-05-12,229,FALSE,20.01562065969017
3408093,2014-12-15T00:00:00Z,2014,12,349,2013-05-30,564,FALSE,50.55828719591282
3408093,2015-07-22T00:00:00Z,2015,07,203,2013-05-30,783,FALSE,50.55828719591282
3408093,2015-10-11T00:00:00Z,2015,10,284,2013-05-30,864,FALSE,50.55828719591282
3408093,2016-01-10T00:00:00Z,2016,01,10,2013-05-30,955,FALSE,50.55828719591282
3408772,2014-12-27T00:00:00Z,2014,12,361,2014-05-05,236,FALSE,54.36180418840462
3408772,2015-11-03T00:00:00Z,2015,11,307,2014-05-05,547,FALSE,54.36180418840462
3408989,2014-12-30T00:00:00Z,2014,12,364,2014-05-15,229,TRUE,3.9043941036143077
3408989,2015-02-28T00:00:00Z,2015,02,59,2014-05-15,289,FALSE,78.67486367469205
3408659,2015-01-03T00:00:00Z,2015,01,3,2014-05-04,244,TRUE,10.05655492854873
3408899,2015-01-05T00:00:00Z,2015,01,5,2014-05-11,239,FALSE,6.711095995955121
3408899,2015-01-14T00:00:00Z,2015,01,14,2014-05-11,248,FALSE,5.798653757859029
3408899,2015-01-22T00:00:00Z,2015,01,22,2014-05-11,256,FALSE,5.798653757859029
3408899,2015-04-20T00:00:00Z,2015,04,110,2014-05-11,344,TRUE,2.3091374627237977
3408899,2015-05-02T00:00:00Z,2015,05,122,2014-05-11,356,TRUE,3.817411988197832
3408776,2015-01-10T00:00:00Z,2015,01,10,2014-05-03,252,FALSE,9.142246178361292
3408776,2015-11-15T00:00:00Z,2015,11,319,2014-05-03,561,TRUE,4.765669372305057
3408776,2017-02-22T00:00:00Z,2017,02,53,2014-05-03,1026,TRUE,4.765669372305057
3408776,2016-03-20T00:00:00Z,2016,03,80,2014-05-03,687,TRUE,4.162532363347606
3408776,2016-09-17T00:00:00Z,2016,09,261,2014-05-03,868,TRUE,4.825889250204324
3407319,2015-01-15T00:00:00Z,2015,01,15,2012-05-01,989,FALSE,40.05715130186914
3407319,2015-07-15T00:00:00Z,2015,07,196,2012-05-01,1170,FALSE,40.05715130186914
3407319,2016-01-18T00:00:00Z,2016,01,18,2012-05-01,1357,FALSE,40.05715130186914
3407319,2017-01-20T00:00:00Z,2017,01,20,2012-05-01,1725,FALSE,40.05715130186914
3407319,2018-11-15T00:00:00Z,2018,11,319,2012-05-01,2389,FALSE,40.01039721490807
3408952,2015-01-19T00:00:00Z,2015,01,19,2014-05-19,245,FALSE,44.452911419145636
3408673,2015-01-24T00:00:00Z,2015,01,24,2014-04-23,276,FALSE,68.9437074308984
3408673,2017-02-11T00:00:00Z,2017,02,42,2014-04-23,1025,FALSE,81.92263245384837
3408531,2015-01-26T00:00:00Z,2015,01,26,2013-05-20,616,FALSE,46.8372142680612
3408890,2015-01-27T00:00:00Z,2015,01,27,2014-05-09,263,FALSE,113.43728791804135
3408584,2015-02-01T00:00:00Z,2015,02,32,2013-06-06,605,TRUE,1.6532120358724043
3408888,2015-02-06T00:00:00Z,2015,02,37,2014-05-10,272,FALSE,18.626183014926923
3408888,2016-08-02T00:00:00Z,2016,08,215,2014-05-10,815,TRUE,5.794077635517922
3408647,2015-02-12T00:00:00Z,2015,02,43,2014-04-17,301,TRUE,0.8990650709084321
3408647,2015-05-15T00:00:00Z,2015,05,135,2014-04-17,393,TRUE,11.43169193583433
3408647,2016-04-27T00:00:00Z,2016,04,118,2014-04-17,741,TRUE,9.698357347184917
3408647,2016-08-02T00:00:00Z,2016,08,215,2014-04-17,838,TRUE,9.21697127047931
3408647,2017-02-12T00:00:00Z,2017,02,43,2014-04-17,1032,TRUE,10.882151049791092
3408647,2018-05-18T00:00:00Z,2018,05,138,2014-04-17,1492,TRUE,2.8199449270227674
3408647,2018-06-11T00:00:00Z,2018,06,162,2014-04-17,1516,TRUE,3.0630218163996097
3408647,2019-04-01T00:00:00Z,2019,04,91,2014-04-17,1810,TRUE,3.259514782194496
3408647,2020-03-16T00:00:00Z,2020,03,76,2014-04-17,2160,TRUE,2.844370731497391
3408647,2020-06-23T00:00:00Z,2020,06,175,2014-04-17,2259,TRUE,2.7225334424840293
3408771,2015-02-15T00:00:00Z,2015,02,46,2014-05-09,282,TRUE,8.285239897782894
3406249,2015-02-17T00:00:00Z,2015,02,48,2010-05-06,1748,FALSE,9.09772162227593
3406249,2015-05-08T00:00:00Z,2015,05,128,2010-05-06,1828,FALSE,9.09772162227593
3408675,2015-02-18T00:00:00Z,2015,02,49,2014-05-09,285,TRUE,1.2104684808698118
3407439,2015-02-21T00:00:00Z,2015,02,52,2012-05-18,1009,TRUE,1.8976138989842073
3407439,2017-04-01T00:00:00Z,2017,04,91,2012-05-18,1779,TRUE,1.907171874082975
3407439,2018-04-01T00:00:00Z,2018,04,91,2012-05-18,2144,TRUE,1.907171874082975
3407439,2019-04-01T00:00:00Z,2019,04,91,2012-05-18,2509,TRUE,1.907171874082975
3407439,2018-03-07T00:00:00Z,2018,03,66,2012-05-18,2119,TRUE,2.7790987875905158
3407439,2020-05-23T00:00:00Z,2020,05,144,2012-05-18,2927,TRUE,2.7790987875905158
3408601,2015-02-21T00:00:00Z,2015,02,52,2014-04-25,302,FALSE,17.253628598607076
3144704,2015-02-25T00:00:00Z,2015,02,56,2008-05-23,2469,FALSE,24.295277044985983
3408854,2015-02-25T00:00:00Z,2015,02,56,2014-05-06,295,TRUE,3.1413715541560956
3408854,2016-04-01T00:00:00Z,2016,04,92,2014-05-06,696,FALSE,8.776242303673223
3408854,2018-01-22T00:00:00Z,2018,01,22,2014-05-06,1357,TRUE,2.497702482726929
3408699,2015-02-26T00:00:00Z,2015,02,57,2014-05-01,301,TRUE,4.82604154240415
3408699,2015-07-24T00:00:00Z,2015,07,205,2014-05-01,449,TRUE,4.82604154240415
3408699,2017-07-27T00:00:00Z,2017,07,208,2014-05-01,1183,TRUE,4.82604154240415
3408699,2018-02-18T00:00:00Z,2018,02,49,2014-05-01,1389,FALSE,5.1140715639209775
3408699,2018-02-26T00:00:00Z,2018,02,57,2014-05-01,1397,FALSE,5.1140715639209775
3408892,2015-02-27T00:00:00Z,2015,02,58,2014-05-11,292,FALSE,130.38617413875286
3408892,2015-06-17T00:00:00Z,2015,06,168,2014-05-11,402,FALSE,10.199780152918997
3408892,2015-12-26T00:00:00Z,2015,12,360,2014-05-11,594,TRUE,2.2831079810978445
3408892,2018-10-22T00:00:00Z,2018,10,295,2014-05-11,1625,TRUE,7.919879068003636
3408644,2015-03-02T00:00:00Z,2015,03,61,2014-04-27,309,TRUE,5.86752328981027
3408936,2015-03-02T00:00:00Z,2015,03,61,2014-05-16,290,TRUE,8.745182904820362
3408936,2016-04-14T00:00:00Z,2016,04,105,2014-05-16,699,FALSE,43.942138511500794
3408936,2016-10-24T00:00:00Z,2016,10,298,2014-05-16,892,FALSE,43.942138511500794
3408936,2017-02-07T00:00:00Z,2017,02,38,2014-05-16,998,FALSE,43.42969044774397
3408667,2015-03-05T00:00:00Z,2015,03,64,2014-04-30,309,TRUE,1.326156027312542
3408635,2015-03-07T00:00:00Z,2015,03,66,2014-04-24,317,TRUE,2.1472449408232004
3408635,2015-11-12T00:00:00Z,2015,11,316,2014-04-24,567,TRUE,2.1472449408232004
3408635,2015-12-05T00:00:00Z,2015,12,339,2014-04-24,590,TRUE,2.140957659157162
3408635,2015-12-24T00:00:00Z,2015,12,358,2014-04-24,609,TRUE,2.140957659157162
3408635,2016-01-23T00:00:00Z,2016,01,23,2014-04-24,639,TRUE,2.2775819564731483
3408635,2016-10-28T00:00:00Z,2016,10,302,2014-04-24,918,TRUE,2.2775819564731483
3408635,2016-11-04T00:00:00Z,2016,11,309,2014-04-24,925,TRUE,2.2775819564731483
3408635,2017-05-15T00:00:00Z,2017,05,135,2014-04-24,1117,TRUE,2.035671645309969
3408635,2018-01-06T00:00:00Z,2018,01,6,2014-04-24,1353,TRUE,2.022888511352992
3408635,2020-05-12T00:00:00Z,2020,05,133,2014-04-24,2210,TRUE,2.016387128062679
3408694,2015-03-08T00:00:00Z,2015,03,67,2014-04-29,313,FALSE,13.654635048486332
3408694,2015-09-15T00:00:00Z,2015,09,258,2014-04-29,504,FALSE,13.654635048486332
3408694,2016-01-10T00:00:00Z,2016,01,10,2014-04-29,621,FALSE,13.654635048486332
3408694,2016-03-15T00:00:00Z,2016,03,75,2014-04-29,686,FALSE,13.654635048486332
3408694,2016-04-08T00:00:00Z,2016,04,99,2014-04-29,710,FALSE,13.8868220314605
3408751,2015-03-12T00:00:00Z,2015,03,71,2014-05-04,312,FALSE,38.122718308669704
3408596,2015-03-19T00:00:00Z,2015,03,78,2014-05-01,322,FALSE,7.600058370923267
