Ring,Date,Year,Month,Day,HatchDate,DaysSinceHatching,study_area,Dist2Nest
3414708,2018-11-16T00:00:00Z,2018,11,320,2016-05-11,919,FALSE,38.107821061318475
3414708,2018-11-01T00:00:00Z,2018,11,305,2016-05-11,904,FALSE,38.47727263375394
3414708,2018-11-06T00:00:00Z,2018,11,310,2016-05-11,909,FALSE,35.861981889149156
3414708,2018-11-09T00:00:00Z,2018,11,313,2016-05-11,912,FALSE,35.861981889149156
3414708,2019-01-20T00:00:00Z,2019,01,20,2016-05-11,984,FALSE,39.32737264810139
3414708,2019-04-02T00:00:00Z,2019,04,92,2016-05-11,1056,FALSE,37.08638970279126
3414708,2019-07-23T00:00:00Z,2019,07,204,2016-05-11,1168,FALSE,37.08638970279126
3414708,2019-08-01T00:00:00Z,2019,08,213,2016-05-11,1177,FALSE,36.88057739689014
3414708,2020-05-20T00:00:00Z,2020,05,141,2016-05-11,1470,FALSE,36.194469333761425
3414708,2020-10-23T00:00:00Z,2020,10,297,2016-05-11,1626,FALSE,36.194469333761425
3414708,2021-04-02T00:00:00Z,2021,04,92,2016-05-11,1787,FALSE,36.194469333761425
3414708,2020-07-07T00:00:00Z,2020,07,189,2016-05-11,1518,FALSE,43.48346660224446
3414708,2020-09-14T00:00:00Z,2020,09,258,2016-05-11,1587,FALSE,38.652411913196865
3414708,2020-09-15T00:00:00Z,2020,09,259,2016-05-11,1588,FALSE,38.652411913196865
3414708,2020-09-19T00:00:00Z,2020,09,263,2016-05-11,1592,FALSE,38.652411913196865
3414756,2016-09-09T00:00:00Z,2016,09,253,2016-05-16,116,FALSE,44.41759248911201
3414681,2016-09-14T00:00:00Z,2016,09,258,2016-05-21,116,FALSE,19.59753524993944
3414681,2016-11-24T00:00:00Z,2016,11,329,2016-05-21,187,FALSE,19.59753524993944
3414699,2016-09-24T00:00:00Z,2016,09,268,2016-05-14,133,FALSE,132.04384272660005
3414699,2016-10-11T00:00:00Z,2016,10,285,2016-05-14,150,FALSE,150.3133364169562
3414628,2016-09-26T00:00:00Z,2016,09,270,2016-05-19,130,FALSE,20.00596365435167
3414628,2016-12-17T00:00:00Z,2016,12,352,2016-05-19,212,FALSE,20.92701080301492
3414628,2017-01-05T00:00:00Z,2017,01,5,2016-05-19,231,FALSE,20.92701080301492
3414696,2016-09-27T00:00:00Z,2016,09,271,2016-05-14,136,FALSE,92.27699525156409
3414696,2017-06-04T00:00:00Z,2017,06,155,2016-05-14,386,FALSE,92.13062481223432
3414696,2018-10-13T00:00:00Z,2018,10,286,2016-05-14,882,TRUE,8.361114956641003
3414700,2016-09-27T00:00:00Z,2016,09,271,2016-05-10,140,FALSE,22.87704580571273
3414732,2016-09-27T00:00:00Z,2016,09,271,2016-05-17,133,FALSE,120.79667692177236
3414457,2016-09-29T00:00:00Z,2016,09,273,2015-05-05,513,FALSE,19.42793242304139
3414457,2018-02-26T00:00:00Z,2018,02,57,2015-05-05,1028,FALSE,34.49280178686557
3408614,2016-10-10T00:00:00Z,2016,10,284,2014-04-24,900,FALSE,63.03745429521083
3408614,2019-10-05T00:00:00Z,2019,10,278,2014-04-24,1990,FALSE,7.717880399648287
3414720,2016-10-10T00:00:00Z,2016,10,284,2016-05-23,140,FALSE,110.30681956556414
3414720,2017-01-13T00:00:00Z,2017,01,13,2016-05-23,235,FALSE,110.30681956556414
3414720,2017-02-10T00:00:00Z,2017,02,41,2016-05-23,263,FALSE,110.30681956556414
3414720,2017-02-27T00:00:00Z,2017,02,58,2016-05-23,280,FALSE,110.30681956556414
3414720,2020-07-22T00:00:00Z,2020,07,204,2016-05-23,1521,FALSE,50.13636198567965
3414720,2020-07-23T00:00:00Z,2020,07,205,2016-05-23,1522,FALSE,50.13636198567965
3414720,2020-07-24T00:00:00Z,2020,07,206,2016-05-23,1523,FALSE,50.13636198567965
3414342,2016-10-12T00:00:00Z,2016,10,286,2015-05-08,523,FALSE,13.286231734612024
3414630,2016-10-15T00:00:00Z,2016,10,289,2016-05-14,154,TRUE,0.3468178035683291
3414630,2016-10-29T00:00:00Z,2016,10,303,2016-05-14,168,TRUE,0.3468178035683291
3414630,2016-10-30T00:00:00Z,2016,10,304,2016-05-14,169,TRUE,0.3468178035683291
3414630,2018-01-14T00:00:00Z,2018,01,14,2016-05-14,610,TRUE,9.821737158919124
3414271,2016-10-17T00:00:00Z,2016,10,291,2015-05-09,527,FALSE,41.41007473602477
3414714,2016-10-17T00:00:00Z,2016,10,291,2016-05-10,160,FALSE,44.28605018867668
3408653,2016-10-23T00:00:00Z,2016,10,297,2014-05-01,906,FALSE,179.10978907206587
3414702,2016-10-23T00:00:00Z,2016,10,297,2016-05-08,168,FALSE,10.131550709168552
3414319,2016-10-30T00:00:00Z,2016,10,304,2015-05-07,542,FALSE,180.56247725515001
3414709,2016-10-30T00:00:00Z,2016,10,304,2016-05-12,171,FALSE,216.70343430033267
3414709,2017-02-01T00:00:00Z,2017,02,32,2016-05-12,265,FALSE,216.70343430033267
3414463,2016-11-01T00:00:00Z,2016,11,306,2015-05-12,539,TRUE,3.0258398270266857
3408631,2016-11-04T00:00:00Z,2016,11,309,2014-05-04,915,TRUE,4.363103688761387
3408631,2016-12-03T00:00:00Z,2016,12,338,2014-05-04,944,TRUE,4.363103688761387
3408631,2016-12-09T00:00:00Z,2016,12,344,2014-05-04,950,TRUE,4.363103688761387
3408631,2017-01-22T00:00:00Z,2017,01,22,2014-05-04,994,TRUE,4.548634944308034
3408631,2017-02-06T00:00:00Z,2017,02,37,2014-05-04,1009,TRUE,4.63515260986939
3408631,2017-02-15T00:00:00Z,2017,02,46,2014-05-04,1018,TRUE,4.471045133514727
3408631,2017-02-19T00:00:00Z,2017,02,50,2014-05-04,1022,TRUE,4.471045133514727
3411524,2016-11-04T00:00:00Z,2016,11,309,2015-05-09,545,TRUE,4.999558484875872
3411524,2016-12-10T00:00:00Z,2016,12,345,2015-05-09,581,TRUE,1.8548487842358932
3411524,2017-09-09T00:00:00Z,2017,09,252,2015-05-09,854,TRUE,4.7517515694008665
3411524,2019-06-08T00:00:00Z,2019,06,159,2015-05-09,1491,TRUE,4.922238072607059
3414433,2016-11-05T00:00:00Z,2016,11,310,2015-05-20,535,TRUE,1.1496995199047526
3414433,2016-12-08T00:00:00Z,2016,12,343,2015-05-20,568,TRUE,1.6239783229841966
3414638,2016-11-05T00:00:00Z,2016,11,310,2016-05-14,175,TRUE,0.9351333862174414
3414638,2017-02-09T00:00:00Z,2017,02,40,2016-05-14,271,TRUE,0.9351333862174414
3414638,2017-02-11T00:00:00Z,2017,02,42,2016-05-14,273,TRUE,0.9351333862174414
3414638,2016-12-04T00:00:00Z,2016,12,339,2016-05-14,204,TRUE,1.9607143476732316
3414626,2016-11-10T00:00:00Z,2016,11,315,2016-05-09,185,TRUE,3.7456373877938454
3414626,2017-02-28T00:00:00Z,2017,02,59,2016-05-09,295,TRUE,2.8012994793045354
3414626,2017-03-12T00:00:00Z,2017,03,71,2016-05-09,307,TRUE,2.962048032325286
3414626,2017-04-22T00:00:00Z,2017,04,112,2016-05-09,348,TRUE,3.9743262456882347
3414626,2017-07-18T00:00:00Z,2017,07,199,2016-05-09,435,TRUE,3.4042972715572457
3414626,2017-10-23T00:00:00Z,2017,10,296,2016-05-09,532,TRUE,3.600365585187569
3414626,2017-10-28T00:00:00Z,2017,10,301,2016-05-09,537,TRUE,3.600365585187569
3414626,2017-10-29T00:00:00Z,2017,10,302,2016-05-09,538,TRUE,3.600365585187569
3414626,2017-11-15T00:00:00Z,2017,11,319,2016-05-09,555,TRUE,3.1250467314023145
3414626,2018-01-16T00:00:00Z,2018,01,16,2016-05-09,617,TRUE,3.1250467314023145
3414626,2018-01-20T00:00:00Z,2018,01,20,2016-05-09,621,TRUE,3.1250467314023145
3414626,2017-11-27T00:00:00Z,2017,11,331,2016-05-09,567,TRUE,3.3719352869474575
3414626,2017-11-28T00:00:00Z,2017,11,332,2016-05-09,568,TRUE,3.3719352869474575
3414626,2017-11-29T00:00:00Z,2017,11,333,2016-05-09,569,TRUE,3.3719352869474575
3414626,2017-12-06T00:00:00Z,2017,12,340,2016-05-09,576,TRUE,3.3719352869474575
3414626,2017-12-08T00:00:00Z,2017,12,342,2016-05-09,578,TRUE,3.3719352869474575
3414626,2017-12-17T00:00:00Z,2017,12,351,2016-05-09,587,TRUE,3.3719352869474575
3414626,2017-12-22T00:00:00Z,2017,12,356,2016-05-09,592,TRUE,3.3719352869474575
3414626,2018-01-23T00:00:00Z,2018,01,23,2016-05-09,624,TRUE,3.3719352869474575
3414626,2018-03-04T00:00:00Z,2018,03,63,2016-05-09,664,TRUE,2.7468664496456943
3414698,2016-11-10T00:00:00Z,2016,11,315,2016-05-16,178,FALSE,81.78308479907189
3414698,2017-01-01T00:00:00Z,2017,01,1,2016-05-16,230,FALSE,81.78308479907189
3408827,2016-11-24T00:00:00Z,2016,11,329,2014-05-04,935,TRUE,2.615588062222308
3407445,2016-11-26T00:00:00Z,2016,11,331,2012-05-10,1661,FALSE,11.724697598130971
3414594,2016-11-28T00:00:00Z,2016,11,333,2016-05-08,204,TRUE,0.519320158471246
3414594,2017-02-19T00:00:00Z,2017,02,50,2016-05-08,287,TRUE,0.7522967434774253
3411533,2016-11-29T00:00:00Z,2016,11,334,2015-05-04,575,TRUE,2.7743863055650517
3414793,2016-11-29T00:00:00Z,2016,11,334,2016-05-24,189,TRUE,3.367987562309765
3414680,2016-12-04T00:00:00Z,2016,12,339,2016-05-22,196,FALSE,38.414966164124095
3414754,2016-12-06T00:00:00Z,2016,12,341,2016-05-19,201,FALSE,104.49034078222809
3414417,2016-12-07T00:00:00Z,2016,12,342,2015-05-09,578,FALSE,61.819102783526866
3414695,2016-12-08T00:00:00Z,2016,12,343,2016-05-10,212,FALSE,69.57861114718412
3414695,2017-05-03T00:00:00Z,2017,05,123,2016-05-10,358,FALSE,69.91689465458605
3414597,2016-12-09T00:00:00Z,2016,12,344,2016-05-07,216,FALSE,39.466843213646406
3414368,2016-12-14T00:00:00Z,2016,12,349,2015-05-16,578,TRUE,1.4684286912761537
3414788,2016-12-15T00:00:00Z,2016,12,350,2016-05-23,206,FALSE,117.07783023192006
3414788,2017-02-03T00:00:00Z,2017,02,34,2016-05-23,256,FALSE,117.07783023192006
3414788,2016-12-28T00:00:00Z,2016,12,363,2016-05-23,219,FALSE,118.18779024065759
3414788,2017-01-01T00:00:00Z,2017,01,1,2016-05-23,223,FALSE,118.18779024065759
3409075,2016-12-16T00:00:00Z,2016,12,351,2015-04-30,596,FALSE,23.320469215421927
3409075,2018-03-24T00:00:00Z,2018,03,83,2015-04-30,1059,FALSE,23.320469215421927
3414452,2016-12-17T00:00:00Z,2016,12,352,2015-05-06,591,TRUE,11.3956811541556
3414479,2016-12-23T00:00:00Z,2016,12,358,2015-05-12,591,FALSE,110.15740339102659
3414481,2016-12-23T00:00:00Z,2016,12,358,2015-05-08,595,FALSE,14.792580459085068
3414825,2016-12-24T00:00:00Z,2016,12,359,2016-05-19,219,FALSE,54.61240673755986
3414825,2017-01-12T00:00:00Z,2017,01,12,2016-05-19,238,FALSE,54.61240673755986
3408760,2017-01-03T00:00:00Z,2017,01,3,2014-05-01,978,FALSE,16.530212344537357
3408760,2017-07-20T00:00:00Z,2017,07,201,2014-05-01,1176,FALSE,16.530212344537357
3408760,2020-08-05T00:00:00Z,2020,08,218,2014-05-01,2288,FALSE,16.640622827588214
3411527,2017-01-06T00:00:00Z,2017,01,6,2015-05-08,609,TRUE,3.8797041181870755
3414485,2017-01-12T00:00:00Z,2017,01,12,2015-05-23,600,FALSE,173.2572443571185
3408073,2017-01-15T00:00:00Z,2017,01,15,2013-05-12,1344,FALSE,286.388582543479
3414436,2017-01-15T00:00:00Z,2017,01,15,2015-05-13,613,FALSE,135.08188088868715
3414627,2017-01-18T00:00:00Z,2017,01,18,2016-05-23,240,FALSE,41.419486685938026
3414627,2017-01-29T00:00:00Z,2017,01,29,2016-05-23,251,FALSE,41.419486685938026
3414627,2017-02-01T00:00:00Z,2017,02,32,2016-05-23,254,FALSE,41.419486685938026
3414627,2017-02-20T00:00:00Z,2017,02,51,2016-05-23,273,FALSE,41.419486685938026
3414821,2017-01-19T00:00:00Z,2017,01,19,2016-05-27,237,FALSE,49.752766405696086
3414821,2017-02-22T00:00:00Z,2017,02,53,2016-05-27,271,FALSE,49.838693352750795
3414821,2017-03-02T00:00:00Z,2017,03,61,2016-05-27,279,FALSE,49.838693352750795
3414821,2017-06-25T00:00:00Z,2017,06,176,2016-05-27,394,FALSE,25.775381437575493
3414821,2021-03-08T00:00:00Z,2021,03,67,2016-05-27,1746,TRUE,8.842549364593863
3414697,2017-01-20T00:00:00Z,2017,01,20,2016-05-06,259,FALSE,39.84968357628009
3408889,2017-01-21T00:00:00Z,2017,01,21,2014-05-07,990,FALSE,178.91253368360623
3408889,2017-02-23T00:00:00Z,2017,02,54,2014-05-07,1023,FALSE,178.91253368360623
3414734,2017-01-21T00:00:00Z,2017,01,21,2016-05-20,246,FALSE,272.36065460795743
3414707,2017-01-23T00:00:00Z,2017,01,23,2016-05-18,250,FALSE,84.01916327148417
3414707,2017-02-06T00:00:00Z,2017,02,37,2016-05-18,264,FALSE,84.01916327148417
3414771,2017-01-29T00:00:00Z,2017,01,29,2016-05-17,257,FALSE,180.59478514018537
3408593,2017-01-31T00:00:00Z,2017,01,31,2014-05-01,1006,FALSE,29.556283784738547
3408593,2017-02-28T00:00:00Z,2017,02,59,2014-05-01,1034,FALSE,29.556283784738547
3408593,2021-01-04T00:00:00Z,2021,01,4,2014-05-01,2440,FALSE,30.620626788335205
3409035,2017-02-07T00:00:00Z,2017,02,38,2015-05-05,644,FALSE,12.635464132187195
3409035,2017-09-15T00:00:00Z,2017,09,258,2015-05-05,864,FALSE,11.54950423238638
3409035,2018-09-05T00:00:00Z,2018,09,248,2015-05-05,1219,FALSE,11.54950423238638
3409035,2018-03-19T00:00:00Z,2018,03,78,2015-05-05,1049,FALSE,11.530446416207985
3409035,2018-11-22T00:00:00Z,2018,11,326,2015-05-05,1297,FALSE,11.32036342804507
3409035,2018-11-27T00:00:00Z,2018,11,331,2015-05-05,1302,FALSE,11.32036342804507
3409035,2018-12-13T00:00:00Z,2018,12,347,2015-05-05,1318,FALSE,11.32036342804507
3409035,2019-01-03T00:00:00Z,2019,01,3,2015-05-05,1339,FALSE,11.32036342804507
3409035,2019-01-18T00:00:00Z,2019,01,18,2015-05-05,1354,FALSE,11.32036342804507
3409035,2019-01-24T00:00:00Z,2019,01,24,2015-05-05,1360,FALSE,11.32036342804507
3409035,2019-02-07T00:00:00Z,2019,02,38,2015-05-05,1374,FALSE,11.32036342804507
3409035,2019-07-03T00:00:00Z,2019,07,184,2015-05-05,1520,FALSE,11.32036342804507
3409035,2019-10-28T00:00:00Z,2019,10,301,2015-05-05,1637,FALSE,11.307435393436961
3409035,2020-08-02T00:00:00Z,2020,08,215,2015-05-05,1916,FALSE,11.476344877049955
3409035,2021-02-15T00:00:00Z,2021,02,46,2015-05-05,2113,FALSE,10.656869912234631
3414315,2017-02-09T00:00:00Z,2017,02,40,2015-05-01,650,FALSE,74.45763275809907
3414315,2017-02-11T00:00:00Z,2017,02,42,2015-05-01,652,FALSE,73.00943020933242
3414315,2018-03-07T00:00:00Z,2018,03,66,2015-05-01,1041,FALSE,65.7186013546905
3408736,2017-02-12T00:00:00Z,2017,02,43,2014-04-26,1023,FALSE,21.897040176569433
3414637,2017-02-18T00:00:00Z,2017,02,49,2016-05-21,273,TRUE,8.381510335446771
3409001,2017-02-19T00:00:00Z,2017,02,50,2014-05-09,1017,TRUE,6.837420033379266
3408797,2017-02-25T00:00:00Z,2017,02,56,2014-05-10,1022,FALSE,11.931915033521722
3414252,2017-02-26T00:00:00Z,2017,02,57,2015-05-04,664,FALSE,8.379057039776333
3408800,2017-03-05T00:00:00Z,2017,03,64,2014-05-04,1036,FALSE,61.617976372426874
3414593,2017-03-06T00:00:00Z,2017,03,65,2016-05-08,302,FALSE,108.51594829666433
3414593,2017-12-27T00:00:00Z,2017,12,361,2016-05-08,598,FALSE,108.51594829666433
3414451,2017-03-12T00:00:00Z,2017,03,71,2015-05-06,676,TRUE,9.039037050345208
3414688,2017-03-27T00:00:00Z,2017,03,86,2016-05-10,321,TRUE,0.9302302751541885
3414688,2017-05-15T00:00:00Z,2017,05,135,2016-05-10,370,TRUE,3.205027590866105
3414688,2017-07-27T00:00:00Z,2017,07,208,2016-05-10,443,TRUE,3.205027590866105
3414688,2017-09-17T00:00:00Z,2017,09,260,2016-05-10,495,TRUE,3.205027590866105
3414367,2017-04-16T00:00:00Z,2017,04,106,2015-05-15,702,FALSE,91.32828287216714
3414337,2017-04-19T00:00:00Z,2017,04,109,2015-05-04,716,FALSE,16.06443892106776
3414337,2017-04-20T00:00:00Z,2017,04,110,2015-05-04,717,FALSE,15.779635767062523
3414339,2017-04-25T00:00:00Z,2017,04,115,2015-05-15,711,TRUE,3.03889619990469
3414339,2019-04-16T00:00:00Z,2019,04,106,2015-05-15,1432,TRUE,3.662194804245494
3414339,2020-06-08T00:00:00Z,2020,06,160,2015-05-15,1851,TRUE,3.611726559544773
3414339,2020-06-17T00:00:00Z,2020,06,169,2015-05-15,1860,TRUE,3.38500803650098
3408591,2017-04-27T00:00:00Z,2017,04,117,2014-04-26,1097,FALSE,15.946126982232093
3408591,2019-06-04T00:00:00Z,2019,06,155,2014-04-26,1865,FALSE,49.11370376215828
3408591,2020-02-22T00:00:00Z,2020,02,53,2014-04-26,2128,FALSE,49.11370376215828
3408591,2021-03-26T00:00:00Z,2021,03,85,2014-04-26,2526,FALSE,49.11370376215828
3407369,2017-05-15T00:00:00Z,2017,05,135,2012-05-16,1825,TRUE,0.46266606125114024
3407369,2019-06-11T00:00:00Z,2019,06,162,2012-05-16,2582,TRUE,1.6885416478273285
3407369,2019-07-09T00:00:00Z,2019,07,190,2012-05-16,2610,TRUE,1.6885416478273285
3407369,2019-07-16T00:00:00Z,2019,07,197,2012-05-16,2617,TRUE,1.6885416478273285
3407369,2019-10-20T00:00:00Z,2019,10,293,2012-05-16,2713,TRUE,1.7266972006212302
3407369,2020-03-24T00:00:00Z,2020,03,84,2012-05-16,2869,TRUE,1.9139973846964131
3407369,2020-05-24T00:00:00Z,2020,05,145,2012-05-16,2930,TRUE,2.2282426083819633
3407369,2020-06-08T00:00:00Z,2020,06,160,2012-05-16,2945,TRUE,1.6656715548780214
3407369,2021-04-03T00:00:00Z,2021,04,93,2012-05-16,3244,TRUE,1.6055648548386061
3408788,2017-05-15T00:00:00Z,2017,05,135,2014-05-03,1108,TRUE,9.122484181610016
3408983,2017-05-15T00:00:00Z,2017,05,135,2014-05-19,1092,TRUE,9.75030073001081
3409076,2017-06-01T00:00:00Z,2017,06,152,2015-05-03,760,TRUE,10.206818564366921
3408780,2017-06-05T00:00:00Z,2017,06,156,2014-04-30,1132,TRUE,8.521676158379769
3414999,2017-06-17T00:00:00Z,2017,06,168,2017-05-04,44,TRUE,9.060648805405162
3414935,2017-07-02T00:00:00Z,2017,07,183,2017-05-01,62,TRUE,2.0538418333922492
3414300,2017-07-04T00:00:00Z,2017,07,185,2015-04-30,796,FALSE,10.663687326808896
3417868,2017-07-13T00:00:00Z,2017,07,194,2017-05-14,60,TRUE,0.2459420789748238
3417868,2017-09-16T00:00:00Z,2017,09,259,2017-05-14,125,FALSE,18.172515382971238
3417868,2017-09-27T00:00:00Z,2017,09,270,2017-05-14,136,FALSE,17.99853178607663
3414973,2017-07-17T00:00:00Z,2017,07,198,2017-05-10,68,TRUE,0.7326474859382944
3417987,2017-07-21T00:00:00Z,2017,07,202,2017-05-25,57,TRUE,0.37171941653986457
3417987,2018-03-13T00:00:00Z,2018,03,72,2017-05-25,292,FALSE,31.27282288686777
3417850,2017-07-30T00:00:00Z,2017,07,211,2017-05-15,76,TRUE,0.23508640303496756
3417850,2018-03-13T00:00:00Z,2018,03,72,2017-05-15,302,FALSE,63.770202822828
3414964,2017-08-01T00:00:00Z,2017,08,213,2017-05-10,83,FALSE,50.8423919908675
3414964,2017-08-31T00:00:00Z,2017,08,243,2017-05-10,113,FALSE,50.8423919908675
3414936,2017-08-13T00:00:00Z,2017,08,225,2017-05-01,104,TRUE,8.069884466321396
3414936,2018-09-10T00:00:00Z,2018,09,253,2017-05-01,497,FALSE,30.896035295967195
3414936,2018-09-26T00:00:00Z,2018,09,269,2017-05-01,513,FALSE,30.896035295967195
3417894,2017-08-13T00:00:00Z,2017,08,225,2017-05-08,97,TRUE,0.464065721897193
3417894,2017-08-25T00:00:00Z,2017,08,237,2017-05-08,109,TRUE,0.464065721897193
3417895,2017-08-13T00:00:00Z,2017,08,225,2017-05-13,92,TRUE,0.38249150455035125
3417895,2017-08-31T00:00:00Z,2017,08,243,2017-05-13,110,TRUE,0.38249150455035125
3417895,2017-09-03T00:00:00Z,2017,09,246,2017-05-13,113,TRUE,0.38249150455035125
3417895,2017-09-08T00:00:00Z,2017,09,251,2017-05-13,118,TRUE,0.38249150455035125
3417895,2017-09-16T00:00:00Z,2017,09,259,2017-05-13,126,TRUE,0.38249150455035125
3417895,2017-09-01T00:00:00Z,2017,09,244,2017-05-13,111,TRUE,0.25879705085275095
3417895,2017-09-05T00:00:00Z,2017,09,248,2017-05-13,115,TRUE,0.38054341431022365
3417895,2017-09-06T00:00:00Z,2017,09,249,2017-05-13,116,TRUE,0.38054341431022365
3417895,2017-09-07T00:00:00Z,2017,09,250,2017-05-13,117,TRUE,0.38054341431022365
3417895,2017-09-09T00:00:00Z,2017,09,252,2017-05-13,119,TRUE,0.38054341431022365
3417895,2017-09-10T00:00:00Z,2017,09,253,2017-05-13,120,TRUE,0.38054341431022365
3417895,2017-09-12T00:00:00Z,2017,09,255,2017-05-13,122,TRUE,0.37181786023917124
3417895,2017-09-23T00:00:00Z,2017,09,266,2017-05-13,133,TRUE,1.0230968904983426
3417895,2017-10-01T00:00:00Z,2017,10,274,2017-05-13,141,TRUE,1.0230968904983426
3417895,2017-10-12T00:00:00Z,2017,10,285,2017-05-13,152,TRUE,1.0230968904983426
3417895,2017-10-17T00:00:00Z,2017,10,290,2017-05-13,157,TRUE,1.0230968904983426
3417895,2017-10-21T00:00:00Z,2017,10,294,2017-05-13,161,TRUE,1.0230968904983426
3417895,2017-10-23T00:00:00Z,2017,10,296,2017-05-13,163,TRUE,1.0230968904983426
3417895,2017-10-25T00:00:00Z,2017,10,298,2017-05-13,165,TRUE,1.0230968904983426
3417895,2017-10-27T00:00:00Z,2017,10,300,2017-05-13,167,TRUE,1.0230968904983426
3417895,2017-10-29T00:00:00Z,2017,10,302,2017-05-13,169,TRUE,1.0230968904983426
3417895,2017-10-02T00:00:00Z,2017,10,275,2017-05-13,142,TRUE,0.6104100669904413
3417895,2017-10-03T00:00:00Z,2017,10,276,2017-05-13,143,TRUE,0.6558560839740291
3417895,2017-10-04T00:00:00Z,2017,10,277,2017-05-13,144,TRUE,0.6558560839740291
3417895,2017-10-08T00:00:00Z,2017,10,281,2017-05-13,148,TRUE,0.6558560839740291
3417895,2018-11-22T00:00:00Z,2018,11,326,2017-05-13,558,FALSE,64.6246792668144
3411537,2017-08-14T00:00:00Z,2017,08,226,2015-05-06,831,TRUE,1.5456195957312304
3411537,2020-05-15T00:00:00Z,2020,05,136,2015-05-06,1836,TRUE,0.910098098410955
3414920,2017-08-16T00:00:00Z,2017,08,228,2017-04-30,108,FALSE,21.276581031801296
3414947,2017-08-16T00:00:00Z,2017,08,228,2017-04-28,110,FALSE,6.434463670732964
3414956,2017-08-16T00:00:00Z,2017,08,228,2017-05-01,107,FALSE,11.272948494288451
3414956,2018-09-25T00:00:00Z,2018,09,268,2017-05-01,512,FALSE,72.05244344713437
3414956,2019-04-09T00:00:00Z,2019,04,99,2017-05-01,708,TRUE,4.886407449416581
3417773,2017-08-16T00:00:00Z,2017,08,228,2017-05-07,101,FALSE,14.175899746668097
3417773,2018-03-15T00:00:00Z,2018,03,74,2017-05-07,312,FALSE,126.3803408938395
3417773,2018-10-14T00:00:00Z,2018,10,287,2017-05-07,525,FALSE,129.22756637913747
3417773,2019-03-29T00:00:00Z,2019,03,88,2017-05-07,691,TRUE,4.362717618001274
3414338,2017-08-17T00:00:00Z,2017,08,229,2015-05-16,824,FALSE,15.38379900707415
3417937,2017-08-20T00:00:00Z,2017,08,232,2017-05-09,103,TRUE,NA
3414927,2017-08-24T00:00:00Z,2017,08,236,2017-05-14,102,TRUE,0.5837593800909574
3417815,2017-08-26T00:00:00Z,2017,08,238,2017-05-13,105,FALSE,52.70946645912339
3417886,2017-08-26T00:00:00Z,2017,08,238,2017-05-03,115,TRUE,3.232754090506449
3414957,2017-08-27T00:00:00Z,2017,08,239,2017-05-01,118,FALSE,81.8486191835744
3417889,2017-08-27T00:00:00Z,2017,08,239,2017-05-04,115,TRUE,0.14225241082885023
3417889,2017-09-01T00:00:00Z,2017,09,244,2017-05-04,120,TRUE,0.14225241082885023
3417889,2017-09-04T00:00:00Z,2017,09,247,2017-05-04,123,TRUE,0.14225241082885023
3417889,2017-09-05T00:00:00Z,2017,09,248,2017-05-04,124,TRUE,0.14225241082885023
3417889,2017-09-10T00:00:00Z,2017,09,253,2017-05-04,129,TRUE,0.14225241082885023
3417889,2017-09-18T00:00:00Z,2017,09,261,2017-05-04,137,TRUE,0.14225241082885023
3417889,2017-09-22T00:00:00Z,2017,09,265,2017-05-04,141,TRUE,0.14225241082885023
3417889,2017-09-26T00:00:00Z,2017,09,269,2017-05-04,145,TRUE,0.14225241082885023
3417889,2017-09-30T00:00:00Z,2017,09,273,2017-05-04,149,TRUE,0.14225241082885023
3417889,2017-10-02T00:00:00Z,2017,10,275,2017-05-04,151,TRUE,0.14225241082885023
3417889,2017-10-07T00:00:00Z,2017,10,280,2017-05-04,156,TRUE,0.14225241082885023
3417889,2017-10-11T00:00:00Z,2017,10,284,2017-05-04,160,TRUE,0.14225241082885023
3417889,2017-10-13T00:00:00Z,2017,10,286,2017-05-04,162,TRUE,0.17450702951334482
3417889,2017-10-16T00:00:00Z,2017,10,289,2017-05-04,165,TRUE,0.17450702951334482
3417897,2017-08-27T00:00:00Z,2017,08,239,2017-05-04,115,FALSE,133.60851750336886
3417797,2017-08-31T00:00:00Z,2017,08,243,2017-05-05,118,TRUE,0.26778440697259637
3417797,2017-09-23T00:00:00Z,2017,09,266,2017-05-05,141,TRUE,0.26778440697259637
3417797,2017-09-30T00:00:00Z,2017,09,273,2017-05-05,148,TRUE,0.26778440697259637
3417891,2017-09-01T00:00:00Z,2017,09,244,2017-05-07,117,TRUE,0.14225241082885023
3417891,2017-09-02T00:00:00Z,2017,09,245,2017-05-07,118,TRUE,0.14225241082885023
3417891,2017-09-12T00:00:00Z,2017,09,255,2017-05-07,128,TRUE,0.14225241082885023
3414434,2017-09-02T00:00:00Z,2017,09,245,2015-05-16,840,TRUE,1.7603146255142514
3414434,2017-09-26T00:00:00Z,2017,09,269,2015-05-16,864,TRUE,1.7603146255142514
3414434,2018-05-01T00:00:00Z,2018,05,121,2015-05-16,1081,TRUE,2.662495734074576
3414434,2019-03-27T00:00:00Z,2019,03,86,2015-05-16,1411,TRUE,8.424584879885618
3414977,2017-09-03T00:00:00Z,2017,09,246,2017-05-05,121,TRUE,0.5290954055575179
3414977,2017-09-05T00:00:00Z,2017,09,248,2017-05-05,123,TRUE,0.5290954055575179
3414977,2017-09-06T00:00:00Z,2017,09,249,2017-05-05,124,TRUE,0.5290954055575179
3414977,2017-09-08T00:00:00Z,2017,09,251,2017-05-05,126,TRUE,0.5290954055575179
3417860,2017-09-03T00:00:00Z,2017,09,246,2017-05-10,116,FALSE,43.69373790529272
