Ring,Terr_ID,Year,Sex,Morph,Rank,Brood_Size,Hatch,Lprev,Lbinom,Ekto,Dead,DateDeath,CauseDeath,cond
3418775,416,2019,Male,3,3,4,117,4,1,0,NA,NA,NA,-0.22219925148511965
3418776,416,2019,Male,3,1,4,118,3,1,0,NA,NA,NA,-0.37790661952093646
3418777,416,2019,Male,3,2,4,116,3,1,0,NA,NA,NA,-0.5563729825708041
3418779,65,2019,Male,2,2,3,119,2,1,3,NA,NA,NA,1.1848832174296853
3418780,65,2019,Female,2,1,3,118,3,1,0,NA,NA,NA,0.8841802562410416
3418782,377,2019,Female,2,2,3,113,0,0,2,NA,NA,NA,1.5050632421216705
3418783,377,2019,Male,2,1,3,113,0,0,0,NA,NA,NA,1.7153467654253085
3418784,377,2019,Female,2,3,3,118,2,1,0,NA,NA,NA,1.6723372274373403
3418785,361,2019,Female,3,2,3,110,0,0,0,NA,NA,NA,-0.3017425450194921
3418787,361,2019,Female,3,1,3,110,3,1,0,NA,NA,NA,0.461597626710295
3418786,361,2019,Male,3,3,3,115,0,0,1,NA,NA,NA,0.02865290005183372
3418788,153,2019,Male,3,2,3,119,4,1,0,NA,NA,NA,0.5750293733904074
3418789,153,2019,Female,3,1,3,118,4,1,2,NA,NA,NA,0.29784002440347224
3418798,56,2019,Female,3,1,3,115,0,0,0,NA,NA,NA,0.8425123315324631
3418799,56,2019,Male,3,3,3,121,2,1,0,NA,NA,NA,-1.43302386092024
3418800,56,2019,Male,2,2,3,121,0,0,0,Yes,2019-09-23T00:00:00Z,Dead as chick,-2.1098761267618875
3418801,57,2019,Female,2,1,3,114,0,0,2,NA,NA,NA,2.2053072371127014
3418802,57,2019,Female,2,2,3,116,0,0,1,NA,NA,NA,0.7177858955708485
3418803,57,2019,Female,2,3,3,118,0,0,2,NA,NA,NA,0.9549021153459997
3418804,349,2019,Male,4,2,4,118,2,1,0,NA,NA,NA,0.9141394069103608
3418805,349,2019,Male,3,1,4,117,0,0,0,NA,NA,NA,0.26478635224118985
3418806,349,2019,Female,4,3,4,119,3,1,0,NA,NA,NA,1.164277854237454
3418808,224,2019,Female,2,2,3,113,2,1,0,NA,NA,NA,1.8200632252926152
3418809,224,2019,Female,2,3,3,110,0,0,0,NA,NA,NA,2.187893813355086
3418810,224,2019,Female,3,1,3,111,3,1,0,NA,NA,NA,2.3205403038547585
3418811,212,2019,Male,3,2,3,117,3,1,0,NA,NA,NA,0.653804721005683
3418812,212,2019,Female,3,3,3,112,0,0,0,NA,NA,NA,-0.13657561146128547
3418813,212,2019,Female,3,1,3,113,0,0,2,NA,NA,NA,0.3964414674387991
3418820,275,2019,Male,2,1,3,111,3,1,0,NA,NA,NA,0.25721414111796503
3418821,275,2019,Male,2,2,3,112,3,1,0,NA,NA,NA,0.12519539489630202
3418822,275,2019,Male,2,3,3,115,3,1,3,NA,NA,NA,-0.19286896174685267
3418823,4,2019,Female,3,1,3,119,0,0,0,NA,NA,NA,0.7854422515875028
3418824,4,2019,Male,4,2,3,120,1,1,0,NA,NA,NA,0.5062330862937937
3418825,4,2019,Male,4,3,3,121,0,0,0,NA,NA,NA,-0.09374343567267056
3418826,417,2019,Male,3,1,1,118,0,0,1,NA,NA,NA,0.3410362631168534
3418830,102,2019,Male,2,1,2,116,0,0,0,NA,NA,NA,0.5425735267260622
3418832,328,2019,Male,3,1,2,114,3,1,0,NA,NA,NA,0.9332281622869276
3418833,328,2019,Female,3,2,2,116,0,0,0,NA,NA,NA,-0.36426172247116767
3418840,7,2019,Male,4,1,2,119,0,0,0,NA,NA,NA,1.486488513829132
3418842,277,2019,Male,3,1,3,114,0,0,0,NA,NA,NA,0.055170995397198934
3418843,277,2019,Male,3,2,3,115,3,1,0,NA,NA,NA,-0.36018976632726146
3418844,277,2019,Male,3,3,3,119,3,1,0,NA,NA,NA,-1.1482005411952887
3418845,276,2019,Female,2,1,3,117,2,1,1,NA,NA,NA,2.108029896507521
3418846,276,2019,Female,2,2,3,120,3,1,0,Yes,2020-07-21T00:00:00Z,NA,1.6025773179745066
3418848,13,2019,Male,3,2,3,116,2,1,0,NA,NA,NA,1.4355454564472596
3418849,13,2019,Male,2,1,3,116,3,1,0,NA,NA,NA,-0.19224218790742612
3418850,13,2019,Female,2,3,3,119,0,0,0,NA,NA,NA,0.6221457700943163
3418901,317,2019,Male,3,2,3,120,3,1,0,NA,NA,NA,-1.3370732957741591
3418902,317,2019,Female,4,3,3,118,0,0,0,NA,NA,NA,0.6543023322976411
3418903,317,2019,Female,3,1,3,120,0,0,0,NA,NA,NA,-0.14680874070236793
3418904,438,2019,Female,4,2,3,118,0,0,0,NA,NA,NA,1.1708790966215086
3418905,438,2019,Female,4,1,3,117,4,1,0,NA,NA,NA,0.5674931075272528
3418906,438,2019,Male,4,3,3,121,0,0,0,NA,NA,NA,0.5062330862937937
3418760,128,2019,Male,3,2,4,115,0,0,0,NA,NA,NA,-0.6607315686314393
3418761,128,2019,Female,3,1,4,113,0,0,0,NA,NA,NA,0.17589294647573145
3418762,128,2019,Male,2,3,4,117,0,0,0,NA,NA,NA,-0.892398630983891
3418851,143,2019,Female,4,2,2,112,0,0,0,NA,NA,NA,1.366307737960484
3418852,143,2019,Female,4,1,2,110,0,0,0,NA,NA,NA,2.0215114112337
3418853,26,2019,Male,4,1,3,114,0,0,0,NA,NA,NA,0.42653085863439383
3418854,26,2019,Female,4,2,3,115,0,0,0,NA,NA,NA,1.0467313737701016
3418855,26,2019,Male,2,3,3,116,0,0,0,NA,NA,NA,0.1401541140984111
3418856,142,2019,Male,3,2,4,117,0,0,0,NA,NA,NA,1.106999292822625
3418857,142,2019,Male,4,3,4,115,0,0,0,NA,NA,NA,-0.06710586524182016
3418858,142,2019,Male,4,1,4,115,0,0,0,NA,NA,NA,-0.5404462177517433
3418860,119,2019,Female,3,2,3,109,1,1,0,NA,NA,NA,-0.3583999047201527
3418861,119,2019,Male,3,1,3,109,0,0,0,NA,NA,NA,0.2402336846837551
3418862,119,2019,Male,4,3,3,114,0,0,0,NA,NA,NA,0.6901762261592849
3418863,121,2019,Female,3,1,4,119,0,0,0,NA,NA,NA,-0.7070039366951927
3418864,121,2019,Female,3,2,4,120,0,0,0,NA,NA,NA,0.14414680015682116
3418865,121,2019,Male,3,3,4,121,3,1,0,NA,NA,NA,0.5417092198057136
3418867,133,2019,Male,4,2,3,118,3,1,0,NA,NA,NA,0.48693104932499515
3418868,133,2019,Female,3,1,3,115,0,0,0,NA,NA,NA,0.897423629835005
3418869,133,2019,Female,3,3,3,122,2,1,0,NA,NA,NA,0.28026178728459433
3418870,379,2019,Female,3,3,4,121,0,0,0,NA,NA,NA,-0.45423310497426816
3418871,379,2019,Male,4,1,4,124,0,0,0,NA,NA,NA,0.5068593480366179
3418872,379,2019,Female,3,2,4,120,0,0,0,NA,NA,NA,0.4442066042737818
3418874,132,2019,Female,4,2,2,115,2,1,0,NA,NA,NA,-0.6136920480795457
3418875,132,2019,Female,4,1,2,110,0,0,0,NA,NA,NA,0.603549453327438
3418876,270,2019,Female,3,2,3,115,0,0,1,NA,NA,NA,-0.313339584014075
3418877,270,2019,Female,4,1,3,115,0,0,0,NA,NA,NA,0.7370264084724714
3418878,270,2019,Female,4,3,3,117,0,0,0,NA,NA,NA,1.7487229480037407
3418748,369,2019,Female,2,1,4,119,0,0,0,NA,NA,NA,0.2257109696243188
3418749,369,2019,Female,3,2,4,120,3,1,0,NA,NA,NA,-1.1663545842055891
3418750,369,2019,Male,3,3,4,121,0,0,0,NA,NA,NA,0.5903888642631485
3418755,44,2019,Female,3,1,3,117,0,0,0,NA,NA,NA,-0.13782926145498017
3418756,44,2019,Male,4,2,3,118,0,0,0,NA,NA,NA,0.11223864978856682
3418888,73,2019,Male,2,2,3,119,0,0,1,NA,NA,NA,-0.26412147364844524
3418889,73,2019,Male,2,1,3,118,0,0,1,NA,NA,NA,0.09005124359913491
3418890,73,2019,Male,3,3,3,123,0,0,2,NA,NA,NA,0.4146148229395514
3418891,209,2019,Male,4,2,5,117,1,1,0,NA,NA,NA,-0.10528762155137188
3418892,209,2019,Female,4,1,5,115,1,1,0,NA,NA,NA,-0.27364650521455824
3418893,209,2019,Female,4,3,5,122,0,0,0,NA,NA,NA,-1.2310951287024243
3418896,136,2019,Female,3,3,3,112,3,1,0,NA,NA,NA,0.6925509775257656
3418897,136,2019,Female,3,1,3,116,2,1,0,NA,NA,NA,0.8366581752727923
3418898,136,2019,Male,3,2,3,109,0,0,0,NA,NA,NA,0.534890755655548
3418899,74,2019,Male,4,1,3,114,1,1,0,NA,NA,NA,1.6343104019506434
3418900,74,2019,Female,4,3,3,115,1,1,0,NA,NA,NA,1.3871393837744668
3418951,74,2019,Female,4,2,3,114,0,0,0,NA,NA,NA,2.199771297595376
3418952,86,2019,Male,3,1,3,119,4,1,0,NA,NA,NA,0.7989212945419677
3418953,86,2019,Female,3,2,3,120,0,0,0,NA,NA,NA,1.463752447777003
3418954,86,2019,Female,3,3,3,124,0,0,0,NA,NA,NA,0.5104134196459368
3418955,242,2019,Female,4,1,2,110,2,1,0,NA,NA,NA,0.972063685762806
3418956,242,2019,Male,4,2,2,110,1,1,0,NA,NA,NA,1.2210851435728882
3418957,169,2019,Male,2,3,3,115,3,1,2,NA,NA,NA,0.6201518266601818
3418958,169,2019,Female,2,2,3,115,3,1,0,NA,NA,NA,0.6168709892843329
3418959,169,2019,Female,2,1,3,114,2,1,1,NA,NA,NA,0.8186478469661573
3418794,383,2019,Male,3,3,4,124,4,1,0,NA,NA,NA,0.5448839502376022
3418795,383,2019,Male,4,2,4,123,4,1,0,NA,NA,NA,0.257742323744823
3418796,383,2019,Male,4,1,4,122,3,1,0,NA,NA,NA,-0.1562659650220916
3418797,383,2019,Female,4,4,4,127,0,0,2,NA,NA,NA,-0.32881451844897325
3418960,340,2019,Male,2,3,3,118,3,1,1,NA,NA,NA,0.5550725105027682
3418961,340,2019,Male,2,2,3,118,3,1,0,NA,NA,NA,-0.2563483845251401
3418962,340,2019,Male,2,1,3,117,0,0,1,NA,NA,NA,-0.2089783361893824
3418963,343,2019,Female,4,3,4,121,3,1,0,NA,NA,NA,0.5947460486333302
3418964,343,2019,Male,4,2,4,120,1,1,0,NA,NA,NA,0.5799441742339062
3418965,343,2019,Male,4,1,4,120,1,1,0,NA,NA,NA,0.4063115147412069
3418966,343,2019,Female,4,4,4,127,4,1,1,NA,NA,NA,-0.9537183114929854
3418791,289,2019,Male,4,1,3,115,2,1,0,NA,NA,NA,-0.0663961708776318
3418792,289,2019,Female,4,2,3,115,1,1,0,NA,NA,NA,0.4109502227543287
3418793,289,2019,Male,4,3,3,117,2,1,0,NA,NA,NA,0.9114120557962669
3418967,391,2019,Male,3,1,2,117,0,0,0,NA,NA,NA,0.15642808901469282
3418968,391,2019,Male,2,2,2,122,0,0,2,NA,NA,NA,0.44017324109465034
3418972,405,2019,Female,3,2,3,121,1,1,0,NA,NA,NA,0.17459965163871177
3418973,405,2019,Male,4,1,3,119,0,0,0,NA,NA,NA,0.8097808208497255
3418974,405,2019,Female,4,3,3,123,2,1,0,NA,NA,NA,1.583149376449638
3418975,156,2019,Male,3,1,1,110,2,1,0,NA,NA,NA,0.9889383254450552
3418979,168,2019,Male,4,3,3,120,3,1,0,NA,NA,NA,0.7031625292483138
3418980,168,2019,Male,3,1,3,122,0,0,0,Yes,2020-04-21T00:00:00Z,Car collision,1.1222503743923282
3418981,168,2019,Female,4,2,3,117,0,0,0,NA,NA,NA,0.9461613409658655
3418982,105,2019,Female,3,1,2,112,2,1,0,NA,NA,NA,1.2500824659292202
3418983,105,2019,Male,3,2,2,116,0,0,0,NA,NA,NA,0.2508137372593902
3418984,422,2019,Female,4,1,3,121,0,0,0,NA,NA,NA,1.1979640747675433
3418985,422,2019,Female,3,3,3,123,3,1,0,NA,NA,NA,-0.001887039473836544
3418986,422,2019,Female,3,2,3,122,0,0,0,NA,NA,NA,0.12590907402255394
3418987,433,2019,Male,3,1,2,121,0,0,2,NA,NA,NA,-0.013834882253411618
3418988,406,2019,Female,3,1,2,120,0,0,0,NA,NA,NA,0.776719487271988
3418989,406,2019,Male,3,2,2,120,3,1,0,NA,NA,NA,0.3730329662941029
3418990,358,2019,Male,4,2,2,123,2,1,0,NA,NA,NA,1.5423967713869469
3418991,358,2019,Female,4,1,2,123,0,0,0,NA,NA,NA,0.7024635325342569
3418992,231,2019,Female,4,2,3,121,0,0,1,NA,NA,NA,1.12793967526844
3418993,231,2019,Female,4,1,3,121,3,1,0,NA,NA,NA,2.0382568687567804
3418994,231,2019,Female,4,3,3,127,2,1,0,NA,NA,NA,1.0421176319454124
3418995,233,2019,Female,4,1,3,121,2,1,0,NA,NA,NA,0.6966093762745861
3418996,233,2019,Female,4,3,3,125,2,1,1,NA,NA,NA,0.5774430826934788
3418997,233,2019,Male,3,2,3,124,2,1,2,NA,NA,NA,0.2898325483567715
3418998,72,2019,Female,4,2,4,122,3,1,0,NA,NA,NA,0.43346624175056064
3418999,72,2019,Male,4,3,4,119,4,1,0,NA,NA,NA,0.45957278696706066
3419000,72,2019,Male,4,1,4,119,0,0,0,NA,NA,NA,0.7554149903882298
3419002,378,2019,Male,2,1,4,122,0,0,1,NA,NA,NA,0.910422508588545
3419003,378,2019,Female,2,2,4,124,0,0,0,NA,NA,NA,1.1630029794550194
3419004,378,2019,Male,2,3,4,126,1,1,2,NA,NA,NA,0.3835194130203716
3419006,109,2019,Female,3,1,1,116,0,0,0,NA,NA,NA,1.286578846391116
3419007,250,2019,Male,3,1,2,116,0,0,0,NA,NA,NA,1.0420760435040584
3419008,250,2019,Female,4,2,2,119,2,1,0,NA,NA,NA,0.26470383759791877
3419009,423,2019,Male,3,2,3,120,0,0,0,NA,NA,NA,-0.9854642784774997
3419010,423,2019,Male,4,1,3,118,0,0,0,NA,NA,NA,0.9510577322504211
3419011,423,2019,Male,3,3,3,121,0,0,1,NA,NA,NA,0.443057365793206
3419012,116,2019,Male,3,1,1,112,1,1,0,NA,NA,NA,-0.8568550273567392
3419013,162,2019,Male,3,1,3,121,1,1,0,NA,NA,NA,1.299951617343447
3419014,162,2019,Male,2,2,3,124,1,1,0,NA,NA,NA,0.1938560324734238
3419015,162,2019,Male,3,3,3,125,3,1,0,NA,NA,NA,0.2260493228452764
3419016,53,2019,Female,4,1,3,118,0,0,0,NA,NA,NA,-0.07771741696436836
3419017,53,2019,Male,3,2,3,118,3,1,0,NA,NA,NA,0.3208381367584933
3419018,53,2019,Female,4,3,3,121,0,0,2,NA,NA,NA,0.11634386944238677
3419019,164,2019,Female,3,1,3,122,3,1,0,NA,NA,NA,2.437960418815273
3419020,164,2019,Male,2,3,3,129,4,1,1,NA,NA,NA,0.9271747725185477
3418933,164,2019,Female,2,2,3,124,0,0,1,NA,NA,NA,0.7943511312958472
3418934,107,2019,Female,4,1,1,121,1,1,0,NA,NA,NA,1.347804965235534
3418935,181,2019,Female,2,1,2,126,0,0,0,NA,NA,NA,-0.21805706900217361
3418936,181,2019,Female,3,2,2,127,0,0,0,NA,NA,NA,0.844390795147852
3418940,140,2019,Female,4,1,3,113,1,1,0,NA,NA,NA,0.531969803020634
3419041,140,2019,Female,3,2,3,114,2,1,0,NA,NA,NA,0.005750881955937311
3419042,140,2019,Female,4,3,3,117,2,1,0,NA,NA,NA,0.621023421251638
3419043,171,2019,Female,3,1,2,114,0,0,0,NA,NA,NA,1.2021100251811723
3419044,171,2019,Male,3,2,2,116,0,0,0,NA,NA,NA,1.6412315405675069
3419045,339,2019,Female,3,1,1,128,0,0,1,NA,NA,NA,-0.376258934742814
3418879,147,2019,Male,4,2,4,123,0,0,0,NA,NA,NA,0.3698709757365969
3418880,147,2019,Female,4,3,4,118,0,0,0,NA,NA,NA,2.074061842808603
3418881,147,2019,Male,3,1,4,119,0,0,0,NA,NA,NA,0.5858403932892176
3418882,147,2019,Male,4,4,4,127,0,0,0,NA,NA,NA,0.4439864882717719
3418883,59,2019,Female,3,2,5,122,0,0,0,NA,NA,NA,-0.8033281101337055
3418886,59,2019,Female,3,4,5,131,2,1,1,NA,NA,NA,-1.7020365553722565
3418887,59,2019,Female,4,5,5,132,3,1,2,NA,NA,NA,-1.796928667329795
3419046,235,2019,Male,2,2,2,128,0,0,2,NA,NA,NA,0.21389541191932987
3419047,235,2019,Female,3,1,2,123,0,0,3,NA,NA,NA,1.5276432253269328
3419048,381,2019,Female,3,1,3,124,2,1,0,NA,NA,NA,1.0425566571252043
3419049,381,2019,Female,3,3,3,127,3,1,0,NA,NA,NA,1.2998259447440208
3419050,381,2019,Male,3,2,3,124,3,1,0,NA,NA,NA,1.3476678272334153
3418941,152,2019,Male,4,2,4,126,3,1,1,NA,NA,NA,0.3277667232439261
3418942,152,2019,Male,4,1,4,124,0,0,0,NA,NA,NA,0.034761177446834296
3418943,152,2019,Male,4,3,4,128,3,1,0,NA,NA,NA,0.08608668929917519
3418944,152,2019,Male,3,4,4,130,0,0,1,NA,NA,NA,-0.8709326811022947
3418945,49,2019,Female,4,1,3,129,0,0,1,NA,NA,NA,-0.5054595613464885
3418946,49,2019,Female,4,2,3,130,1,1,1,NA,NA,NA,-0.3713906945152068
3418948,54,2019,Male,4,3,4,117,0,0,0,NA,NA,NA,1.3045982224054924
3418949,54,2019,Female,4,2,4,116,1,1,0,NA,NA,NA,0.4745765102679857
3418950,54,2019,Female,4,1,4,115,0,0,0,NA,NA,NA,-0.37652764962373564
3419091,54,2019,Female,4,4,4,120,1,1,2,NA,NA,NA,1.5720503960499757
3418838,210,2019,Female,3,2,2,119,0,0,0,NA,NA,NA,0.7468279549705841
3418839,210,2019,Female,3,1,2,119,1,1,0,NA,NA,NA,0.14876379172894266
3418907,158,2019,Female,4,1,4,117,2,1,0,NA,NA,NA,0.7317576020607386
3418908,158,2019,Female,3,2,4,118,1,1,0,NA,NA,NA,-0.32110708437233504
3418909,158,2019,Male,4,3,4,120,0,0,0,NA,NA,NA,0.4398953752357
3418910,158,2019,Female,3,4,4,125,0,0,0,NA,NA,NA,-0.7710275520663664
3418911,20,2019,Male,3,1,4,118,1,1,0,NA,NA,NA,0.8096947844625761
3418912,20,2019,Male,3,3,4,120,3,1,1,NA,NA,NA,0.2107584394835946
3418913,20,2019,Male,3,2,4,118,3,1,0,NA,NA,NA,-0.10062240902576403
3418914,20,2019,Female,3,4,4,124,2,1,1,NA,NA,NA,-1.1518699214348296
3418915,202,2019,Male,2,1,2,124,0,0,0,NA,NA,NA,0.6149083497367053
3418916,202,2019,Female,2,2,2,126,0,0,0,NA,NA,NA,-0.39080233471318715
3418917,355,2019,Female,2,1,3,116,2,1,0,NA,NA,NA,0.026514716378021965
3418918,355,2019,Male,2,2,3,117,0,0,0,NA,NA,NA,-1.0492711301786195
3418919,355,2019,Male,2,3,3,122,0,0,0,NA,NA,NA,0.8785771079463359
3418817,333,2019,Female,3,1,3,115,2,1,0,NA,NA,NA,1.4787634681822575
3418818,333,2019,Male,4,2,3,116,0,0,0,NA,NA,NA,0.4412591371576781
3418819,333,2019,Male,3,3,3,118,0,0,0,NA,NA,NA,0.9112764062767783
3418920,240,2019,Female,2,1,2,115,3,1,1,NA,NA,NA,1.1292876550904738
3418921,240,2019,Female,2,2,2,120,1,1,0,NA,NA,NA,1.8870241677593387
3418922,261,2019,Male,2,1,3,123,0,0,0,NA,NA,NA,1.1113046576069874
3418923,261,2019,Female,2,2,3,126,2,1,1,NA,NA,NA,0.3348332326427485
3418924,261,2019,Female,2,3,3,128,0,0,1,NA,NA,NA,0.007063213767282138
3418925,319,2019,Male,4,1,4,110,0,0,0,NA,NA,NA,-0.6342239602212244
3418926,319,2019,Male,4,4,4,113,0,0,0,NA,NA,NA,0.35378789886345896
3418927,319,2019,Female,4,3,4,113,0,0,0,NA,NA,NA,-0.10190493573170921
3418928,319,2019,Male,4,2,4,110,0,0,0,NA,NA,NA,-0.44350839917541335
3418929,441,2019,Male,4,3,3,115,2,1,0,NA,NA,NA,-0.8101323078027912
3419021,441,2019,Male,4,1,3,115,3,1,0,NA,NA,NA,-0.599549243403792
3418930,441,2019,Male,3,2,3,113,2,1,0,NA,NA,NA,-0.8340190416203316
3419032,5,2019,Female,3,1,2,129,3,1,1,NA,NA,NA,-1.0582731495183473
3419022,440,2019,Male,3,1,2,116,2,1,0,NA,NA,NA,-0.14833874798069424
3419023,440,2019,Male,3,2,2,126,3,1,1,NA,NA,NA,-1.1534942394496317
3419024,34,2019,Female,4,1,2,110,2,1,1,NA,NA,NA,0.6297479098775056
3419025,34,2019,Male,4,2,2,115,3,1,1,NA,NA,NA,-0.3478286488918152
3419026,176,2019,Male,4,1,3,120,2,1,0,NA,NA,NA,2.4081019329510416
3419027,176,2019,Male,4,3,3,123,4,1,1,NA,NA,NA,1.2622991733905344
3419028,176,2019,Male,4,2,3,122,3,1,0,NA,NA,NA,0.7526467252233715
3419029,3,2019,Female,4,2,2,120,4,1,1,NA,NA,NA,1.417829364734637
3419030,3,2019,Male,4,1,2,119,4,1,0,NA,NA,NA,1.4173284212503776
3419036,15,2019,Male,4,2,3,120,2,1,0,NA,NA,NA,0.7931793632887214
3419037,15,2019,Male,4,3,3,115,3,1,1,Yes,2020-01-31T00:00:00Z,Car collision,0.3807923495836512
3419038,15,2019,Female,4,1,3,116,1,1,0,NA,NA,NA,-0.7445006898901066
3418836,426,2019,Female,4,1,2,124,2,1,3,NA,NA,NA,-0.25601486119069905
3418837,426,2019,Male,4,2,2,126,0,0,1,Yes,2020-09-03T00:00:00Z,Car collision,-0.07663410479030353
3418834,199,2019,Female,4,1,2,121,3,1,0,NA,NA,NA,0.00645109278185408
3418835,199,2019,Female,4,2,2,124,1,1,0,NA,NA,NA,-0.5361124591871114
3419057,354,2019,Male,2,2,3,123,0,0,1,NA,NA,NA,0.3502273125957204
3419058,354,2019,Male,2,1,3,123,0,0,0,NA,NA,NA,0.8574970307396936
3419059,354,2019,Female,2,3,3,127,0,0,1,NA,NA,NA,1.511899654987814
3419060,436,2019,Female,4,3,3,124,0,0,0,NA,NA,NA,0.8907814986250961
3419061,436,2019,Male,3,1,3,124,1,1,2,NA,NA,NA,0.6502464395919596
3419062,436,2019,Male,2,2,3,120,2,1,0,NA,NA,NA,0.5295971864661637
3419065,297,2019,Male,3,1,3,121,2,1,0,NA,NA,NA,0.9498296198479317
3419066,297,2019,Female,2,2,3,124,4,1,0,NA,NA,NA,-1.1615744135050945
3419067,297,2019,Female,2,3,3,126,0,0,2,NA,NA,NA,-0.2880814685012767
3419072,187,2019,Female,3,2,2,113,0,0,0,NA,NA,NA,-0.1656674949160403
3419073,187,2019,Female,4,1,2,112,0,0,0,NA,NA,NA,-0.22540299468677247
3419074,357,2019,Female,2,3,3,125,0,0,1,NA,NA,NA,1.0308302976233024
3419075,357,2019,Male,2,1,3,125,2,1,0,NA,NA,NA,-1.398628007575383
3419076,357,2019,Female,2,2,3,120,0,0,0,NA,NA,NA,0.5733145149215276
3419077,113,2019,Female,3,2,2,124,0,0,0,NA,NA,NA,-0.17552234585680368
3419078,113,2019,Male,2,1,2,117,4,1,1,NA,NA,NA,0.3102580841828582
3419079,265,2019,Male,2,1,2,126,4,1,3,NA,NA,NA,0.2898325483567715
3419080,265,2019,Female,3,2,2,128,3,1,0,NA,NA,NA,0.3041578052755756
3419085,124,2019,Female,2,1,3,125,0,0,1,NA,NA,NA,1.0525855300297724
3419086,124,2019,Male,3,2,3,125,4,1,1,NA,NA,NA,-0.08341549866212734
3419087,124,2019,Male,3,3,3,126,0,0,0,NA,NA,NA,0.2260493228452764
3419088,363,2019,Female,3,1,2,120,0,0,0,NA,NA,NA,0.06853420819943214
3419089,363,2019,Male,3,2,2,122,3,1,0,NA,NA,NA,-0.16649518628586743
3419090,185,2019,Male,3,1,1,127,4,1,0,Yes,2019-07-01T00:00:00Z,Dead as chick,-1.1545958748854857
3419101,288,2019,Male,4,1,1,121,1,1,0,NA,NA,NA,0.6709601342540088
3419102,312,2019,Female,4,3,3,131,0,0,3,NA,NA,NA,0.6595636577733591
3419103,312,2019,Male,4,1,3,133,0,0,2,NA,NA,NA,0.41100225520582384
3419104,312,2019,Female,4,2,3,130,0,0,2,NA,NA,NA,0.7202860923160069
3419105,111,2019,Female,4,1,2,115,2,1,0,NA,NA,NA,0.9907601893437454
3419106,111,2019,Female,4,2,2,116,0,0,0,NA,NA,NA,0.6896865978783131
3419107,137,2019,Male,3,3,3,120,0,0,0,NA,NA,NA,0.7164592638628947
3419108,137,2019,Male,4,1,3,122,0,0,0,NA,NA,NA,1.2160599887811454
3419109,137,2019,Male,4,2,3,120,1,1,0,NA,NA,NA,0.14237177370862567
3419092,61,2019,Male,4,2,3,119,1,1,1,NA,NA,NA,0.562432005251136
3419093,61,2019,Male,2,1,3,117,2,1,1,NA,NA,NA,0.6462645862595834
3419095,120,2019,Female,3,1,1,121,3,1,0,Yes,2020-01-19T00:00:00Z,Car collision,0.9110695887622758
3419096,144,2019,Male,2,1,4,130,0,0,0,NA,NA,NA,0.5284551104508205
3419097,144,2019,Male,2,2,4,131,4,1,1,NA,NA,NA,0.7238291205047861
3419098,144,2019,Male,3,3,4,133,0,0,0,NA,NA,NA,-0.9064949800663196
3419099,144,2019,Female,2,4,4,135,0,0,2,NA,NA,NA,-0.24315438075330806
3419100,106,2019,Female,4,2,3,129,3,1,2,NA,NA,NA,0.4060066720189663
3419121,106,2019,Male,3,1,3,128,2,1,1,NA,NA,NA,0.26371700332714926
3419122,106,2019,Male,3,3,3,133,3,1,1,NA,NA,NA,-0.19401090869723717
3419123,51,2019,Female,3,1,3,121,0,0,0,NA,NA,NA,-0.3329620390860752
3419124,51,2019,Male,3,3,3,125,0,0,0,NA,NA,NA,0.7473849376116867
3419125,51,2019,Male,3,2,3,124,3,1,0,Yes,2020-04-07T00:00:00Z,Train collision,-1.5046336645830523
3419126,47,2019,Male,3,1,3,127,3,1,0,NA,NA,NA,-0.11713783019961874
3419127,47,2019,Male,2,2,3,128,3,1,0,NA,NA,NA,0.9639609983181802
3419128,47,2019,Female,4,3,3,133,3,1,1,NA,NA,NA,-0.97624359182882825
3419129,8,2019,Male,3,1,3,126,2,1,0,NA,NA,NA,1.1531812411614002
3419130,8,2019,Female,3,2,3,129,3,1,2,NA,NA,NA,0.7561286695144818
3419131,8,2019,Female,3,3,3,134,3,1,2,NA,NA,NA,-1.3387119510240926
3419132,32,2019,Male,3,1,1,133,3,1,0,NA,NA,NA,0.31701815003153305
3419134,95,2019,Female,3,2,3,121,3,1,0,NA,NA,NA,1.1005255479641576
3419133,95,2019,Female,3,1,3,120,0,0,0,NA,NA,NA,1.4981404637253941
3419135,95,2019,Female,3,3,3,125,4,1,0,NA,NA,NA,1.7120991950481819
3419136,251,2019,Male,4,1,2,125,3,1,2,NA,NA,NA,-0.7195148841357538
3419137,251,2019,Female,4,2,2,128,4,1,3,Yes,2020-05-01T00:00:00Z,NA,0.31706228185194385
3419138,179,2019,Female,4,1,3,121,1,1,1,NA,NA,NA,0.8299360689346017
3419139,179,2019,Female,4,2,3,122,3,1,1,NA,NA,NA,-0.019864844021491773
3419140,179,2019,Male,4,3,3,135,0,0,3,NA,NA,NA,-2.0061270047137443
3419141,215,2019,Male,2,2,3,124,0,0,1,NA,NA,NA,0.45271244523049836
3419142,215,2019,Female,3,3,3,120,3,1,1,NA,NA,NA,1.5748007502633987
3419143,215,2019,Female,3,1,3,123,2,1,1,NA,NA,NA,1.1504931037854405
3419144,135,2019,Female,3,1,2,127,0,0,2,NA,NA,NA,0.9200523138726967
3419145,135,2019,Male,2,2,2,127,2,1,2,NA,NA,NA,0.2588842706952075
3419146,90,2019,Female,3,2,3,122,2,1,1,NA,NA,NA,1.3640924488551205
