Ring,Terr_ID,Year,Sex,Morph,Rank,Brood_Size,Hatch,Lprev,Lbinom,Ekto,Dead,DateDeath,CauseDeath,cond
3143799,39,2007,Female,4,1,3,110,1,1,0,NA,NA,NA,-0.7201088390125227
3143800,39,2007,Male,3,2,3,111,1,1,1,NA,NA,NA,0.10018488568554894
3143801,39,2007,Male,4,3,3,118,0,0,2,NA,NA,NA,-0.4378054248865052
3143802,20,2007,Female,3,3,4,122,0,0,1,NA,NA,NA,1.6519484539860203
3143803,20,2007,Male,4,1,4,127,0,0,1,Yes,2008-02-23T00:00:00Z,NA,0.26046967485891676
3143804,20,2007,Female,4,2,4,121,1,1,1,NA,NA,NA,0.9975894796880973
3143805,20,2007,Male,3,4,4,131,1,1,2,NA,NA,NA,-0.0471732716555806
3143806,148,2007,Female,2,2,3,127,0,0,2,NA,NA,NA,-1.3077207705855882
3143807,148,2007,Female,2,1,3,124,0,0,2,Yes,2007-11-19T00:00:00Z,NA,-0.28606838325347445
3143808,148,2007,Male,3,3,3,131,0,0,2,NA,NA,NA,-1.16756366364123
3143809,158,2007,Female,3,1,3,121,0,0,0,NA,NA,NA,1.2536792492796938
3143810,158,2007,Female,4,3,3,125,0,0,1,NA,NA,NA,0.7065956117032388
3143811,158,2007,Female,3,2,3,123,0,0,0,NA,NA,NA,1.6208111943345624
3143812,19,2007,Female,4,1,2,104,0,0,0,NA,NA,NA,-0.2885105676923595
3143813,19,2007,Male,4,2,2,109,0,0,0,NA,NA,NA,0.5232623619788979
3143814,191,2007,Female,3,4,4,120,0,0,2,NA,NA,NA,0.8090933217372995
3143815,191,2007,Female,2,2,4,118,0,0,0,NA,NA,NA,0.370380310121519
3143816,191,2007,Female,2,1,4,127,0,0,3,NA,NA,NA,0.26351597266410515
3143818,15,2007,Female,4,3,3,125,0,0,0,Yes,2007-12-31T00:00:00Z,NA,1.2675024047511376
3143820,15,2007,Male,4,1,3,119,1,1,1,NA,NA,NA,0.3859409140947823
3143821,192,2007,Male,3,1,3,111,0,0,0,NA,NA,NA,1.1645494234072864
3143822,192,2007,Male,2,3,3,118,0,0,1,NA,NA,NA,2.135493162419927
3143823,192,2007,Female,2,2,3,113,0,0,1,NA,NA,NA,1.7971939474571303
3143824,34,2007,Male,3,1,3,125,1,1,2,NA,NA,NA,1.0650645203646403
3143825,34,2007,Male,4,2,3,130,0,0,2,NA,NA,NA,-0.13098727858631956
3143826,146,2007,Female,4,2,2,130,0,0,0,NA,NA,NA,-0.43449231561803686
3143827,146,2007,Male,4,1,2,126,0,0,0,NA,NA,NA,0.7869569460330302
3143828,41,2007,Female,3,3,3,117,0,0,0,NA,NA,NA,1.2568045722674108
3143829,41,2007,Female,4,1,3,125,1,1,0,NA,NA,NA,-0.10590260674716837
3143830,41,2007,Female,4,2,3,115,1,1,0,NA,NA,NA,-0.8178715101040788
3143831,95,2007,Female,3,1,2,128,1,1,0,NA,NA,NA,-0.7057916329597672
3143832,95,2007,Female,3,2,2,128,0,0,2,NA,NA,NA,0.6861625664038821
3143833,47,2007,Female,3,2,2,121,0,0,2,NA,NA,NA,0.20199937309969773
3143834,47,2007,Female,3,1,2,118,0,0,0,NA,NA,NA,0.37820943270658797
3143835,141,2007,Male,3,1,3,114,0,0,0,NA,NA,NA,-0.20369132375861598
3143836,141,2007,Male,4,2,3,116,0,0,0,NA,NA,NA,0.17947518897064832
3143837,141,2007,Female,3,3,3,117,0,0,2,NA,NA,NA,0.838097881251114
3143838,78,2007,Female,2,2,3,130,0,0,3,NA,NA,NA,-1.8037129744735816
3143839,78,2007,Female,2,3,3,126,0,0,1,NA,NA,NA,-1.0846272356097184
3143840,78,2007,Female,3,1,3,128,0,0,2,NA,NA,NA,-2.4674356078009154
3143841,173,2007,Male,3,3,3,119,0,0,1,NA,NA,NA,1.382828962090175
3143842,173,2007,Male,3,2,3,116,0,0,0,NA,NA,NA,1.067206423754862
3143843,173,2007,Male,3,1,3,114,1,1,0,NA,NA,NA,0.5858403932892176
3143844,114,2007,Female,3,3,3,127,1,1,2,NA,NA,NA,-0.07539750232431701
3143845,114,2007,Male,3,1,3,128,1,1,2,NA,NA,NA,0.5917655216723636
3143847,168,2007,Female,3,2,2,122,0,0,2,NA,NA,NA,0.22524705559467806
3143848,168,2007,Female,3,1,2,121,0,0,2,NA,NA,NA,1.159215319232815
3143849,131,2007,Male,4,2,3,118,0,0,0,NA,NA,NA,-0.9774230587301603
3143850,131,2007,Female,3,1,3,116,0,0,0,Yes,2008-06-25T00:00:00Z,Dead as chick,-0.8556865543877307
3144601,55,2007,Male,4,2,2,149,0,0,3,NA,NA,NA,-0.8037023510560619
3144602,83,2007,Male,3,1,1,140,0,0,1,NA,NA,NA,0.17161912467774512
3144603,75,2007,Female,4,1,2,137,0,0,0,NA,NA,NA,0.23138067754385144
3144604,75,2007,Female,4,2,2,138,0,0,0,NA,NA,NA,-0.3437703807833075
3144605,92,2007,Female,2,1,1,131,1,1,2,NA,NA,NA,-0.8544325189648893
3144606,74,2007,Male,4,1,3,144,0,0,0,NA,NA,NA,0.5130219243372441
3144608,126,2007,Female,3,1,1,132,1,1,0,NA,NA,NA,-0.789804089353378
3144609,77,2007,Male,3,1,1,133,1,1,2,NA,NA,NA,0.04766912524751373
3144610,190,2007,Male,3,2,3,126,0,0,0,NA,NA,NA,-1.0586559414690344
3144611,190,2007,Female,3,1,3,126,0,0,0,NA,NA,NA,0.28899486110123673
3144612,190,2007,Female,3,3,3,133,0,0,0,NA,NA,NA,0.42236593453784455
3144613,189,2007,Male,2,3,3,136,1,1,2,NA,NA,NA,1.103932137368129
3144614,189,2007,Male,3,2,3,133,0,0,1,NA,NA,NA,0.10584331609836996
3144615,189,2007,Male,2,1,3,130,1,1,1,NA,NA,NA,1.2133257602833398
3144616,11,2007,Male,2,2,3,129,0,0,1,NA,NA,NA,-0.355244682985572
3144617,11,2007,Female,3,1,3,127,1,1,0,NA,NA,NA,0.42886138972535504
3144618,11,2007,Female,2,3,3,133,1,1,2,Yes,2008-03-25T00:00:00Z,NA,-0.2819846374702489
3144619,352,2007,Female,3,1,1,119,1,1,0,Yes,2007-07-25T00:00:00Z,Dead as chick,-3.186593925639342
3144620,35,2007,Male,2,1,2,130,1,1,0,NA,NA,NA,0.11360241171054493
3144621,35,2007,Female,3,2,2,137,1,1,0,NA,NA,NA,0.1139118617509076
3144851,131,2007,Male,3,3,3,121,0,0,0,Yes,2008-06-25T00:00:00Z,Dead as chick,-1.4737521366498914
3144852,134,2007,Male,2,2,4,116,1,1,2,NA,NA,NA,-1.5456594744703245
3144853,134,2007,Male,2,1,4,116,1,1,2,NA,NA,NA,-0.1772823493215586
3144854,134,2007,Male,3,3,4,117,1,1,2,NA,NA,NA,-0.3928740470130817
3144855,134,2007,Male,3,4,4,123,1,1,2,NA,NA,NA,-1.6358622214687621
3144856,125,2007,Female,3,1,3,123,0,0,0,NA,NA,NA,-0.186012991218146
3144857,125,2007,Female,4,3,3,126,0,0,0,NA,NA,NA,-1.0017925603812257
3144858,125,2007,Female,3,2,3,125,0,0,1,Yes,2009-01-09T00:00:00Z,NA,0.6303837847801098
3144859,178,2007,Male,4,2,4,128,1,1,2,NA,NA,NA,0.17161912467774512
3144860,178,2007,Female,4,4,4,115,0,0,0,Yes,2008-02-25T00:00:00Z,NA,0.5917088030625325
3144861,178,2007,Male,3,3,4,118,0,0,1,NA,NA,NA,0.31675475926836405
3144862,178,2007,Male,3,1,4,115,1,1,2,NA,NA,NA,-0.007405145791860566
3144863,153,2007,Male,4,1,1,123,1,1,0,NA,NA,NA,-0.29655585261393286
3144864,62,2007,Female,3,1,3,119,0,0,0,NA,NA,NA,1.140648704611653
3144865,62,2007,Male,3,3,3,132,1,1,2,NA,NA,NA,-0.2525919348800884
3144866,62,2007,Male,4,2,3,120,0,0,0,NA,NA,NA,1.9807100300749183
3144867,7,2007,Male,2,3,3,114,0,0,0,NA,NA,NA,-0.5495833467987319
3144868,7,2007,Male,3,1,3,117,0,0,0,NA,NA,NA,-1.2168611787724137
3144869,7,2007,Female,4,2,3,112,1,1,0,NA,NA,NA,0.326982903843201
3144870,123,2007,Female,4,2,3,139,0,0,2,NA,NA,NA,-1.5479599292074124
3144871,123,2007,Male,4,3,3,132,0,0,3,NA,NA,NA,-0.8528766886303658
3144872,123,2007,Male,3,1,3,134,0,0,2,NA,NA,NA,-0.07282862244007966
3144873,124,2007,Male,4,3,3,124,1,1,0,NA,NA,NA,0.0018599824066788645
3144874,124,2007,Male,4,1,3,131,0,0,2,NA,NA,NA,-0.5647221192716653
3144875,124,2007,Female,4,2,3,123,1,1,0,NA,NA,NA,0.3003559106224159
3144876,13,2007,Female,4,1,2,124,0,0,0,NA,NA,NA,-0.39983980963337296
3144877,13,2007,Male,4,2,2,127,1,1,0,NA,NA,NA,0.733641410515887
3144878,12,2007,Male,3,1,2,118,1,1,0,NA,NA,NA,0.3757671947919083
3144879,12,2007,Male,3,2,2,120,1,1,0,NA,NA,NA,0.6153661913900237
3144880,24,2007,Male,2,3,3,126,1,1,1,Yes,2009-02-18T00:00:00Z,NA,0.7240840862681842
3144881,24,2007,Male,3,2,3,122,1,1,0,NA,NA,NA,-0.06933915851281774
3144882,24,2007,Male,2,1,3,119,0,0,0,NA,NA,NA,0.6313144577998546
3144883,194,2007,Female,4,1,2,116,1,1,1,NA,NA,NA,0.8849308157928197
3144884,194,2007,Female,4,2,2,123,1,1,0,Yes,2018-03-01T00:00:00Z,NA,1.4207463026080653
3144885,21,2007,Female,4,1,3,115,0,0,0,NA,NA,NA,-0.5634670802492906
3144886,21,2007,Female,3,3,3,119,0,0,0,NA,NA,NA,-0.705442480455916
3144887,21,2007,Male,3,2,3,118,1,1,0,NA,NA,NA,-0.08929528864382605
3144888,167,2007,Male,3,1,1,117,0,0,0,NA,NA,NA,0.3681905411663238
3144889,210,2007,Female,4,1,1,115,1,1,0,NA,NA,NA,0.7383878582575278
3144890,96,2007,Female,3,3,3,116,1,1,2,NA,NA,NA,2.1476172908198814
3144891,96,2007,Male,3,1,3,118,1,1,0,NA,NA,NA,1.0014543331505028
3144892,96,2007,Male,3,2,3,115,1,1,1,NA,NA,NA,1.3477630834688967
3144893,142,2007,Male,3,1,2,122,1,1,0,NA,NA,NA,0.4637244092060604
3144894,142,2007,Male,3,2,2,125,1,1,0,NA,NA,NA,0.565245521817338
3144895,197,2007,Male,2,1,2,123,1,1,1,NA,NA,NA,0.5780262065827079
3144896,197,2007,Male,3,2,2,126,0,0,1,Yes,2010-03-30T00:00:00Z,NA,-0.9643654686394761
3144897,145,2007,Male,3,2,2,128,0,0,1,NA,NA,NA,0.885016160498949
3144898,145,2007,Male,3,1,2,123,1,1,0,NA,NA,NA,0.35304053175279837
3144899,53,2007,Female,2,1,3,119,1,1,2,NA,NA,NA,0.06233138203383782
3144900,53,2007,Male,3,2,3,122,1,1,0,NA,NA,NA,-0.04711343070051565
3144901,53,2007,Male,2,3,3,127,1,1,2,NA,NA,NA,0.15338799930639271
3144902,162,2007,Female,3,2,3,131,1,1,2,NA,NA,NA,0.45429258924565635
3144903,162,2007,Male,3,1,3,129,1,1,2,Yes,2009-03-13T00:00:00Z,NA,0.030193668270323777
3144904,162,2007,Male,3,3,3,132,0,0,3,NA,NA,NA,1.2071033430276488
3144905,152,2007,Female,3,1,2,117,1,1,4,NA,NA,NA,0.7639760732208534
3144906,152,2007,Female,3,2,2,121,1,1,3,NA,NA,NA,0.2006125342207499
3144907,60,2007,Female,3,3,3,130,1,1,2,NA,NA,NA,0.053242248339556715
3144908,60,2007,Female,3,2,3,129,1,1,2,NA,NA,NA,-0.28834595853754624
3144909,60,2007,Female,3,1,3,128,1,1,2,NA,NA,NA,1.6762208327953267
3144910,68,2007,Male,3,3,3,130,0,0,0,NA,NA,NA,2.092758517759914
3144911,68,2007,Male,3,2,3,122,0,0,0,NA,NA,NA,1.5841148011917097
3144912,68,2007,Male,3,1,3,121,0,0,0,NA,NA,NA,1.2298411814571946
3144913,156,2007,Female,3,1,1,117,1,1,0,NA,NA,NA,0.6436034044568971
3144914,81,2007,Male,3,2,2,140,0,0,2,NA,NA,NA,-0.37348606252054595
3144916,129,2007,Female,3,2,3,130,0,0,2,NA,NA,NA,0.7915758735366761
3144917,129,2007,Female,2,1,3,128,0,0,2,NA,NA,NA,0.9144151946469551
3144918,129,2007,Male,3,3,3,137,0,0,4,NA,NA,NA,-1.3404433115668712
3144919,115,2007,Female,4,3,3,133,0,0,1,NA,NA,NA,1.4932552093785352
3144920,115,2007,Female,4,1,3,135,0,0,2,NA,NA,NA,0.6816760205437371
3144921,115,2007,Female,4,2,3,130,1,1,2,NA,NA,NA,0.6515270745384699
3144922,90,2007,Male,3,1,1,138,0,0,2,Yes,2007-06-20T00:00:00Z,Dead as chick,0.23292432634083174
3144923,159,2007,Male,2,2,2,129,1,1,1,NA,NA,NA,1.1857369968069857
3144924,159,2007,Female,2,1,2,129,1,1,2,NA,NA,NA,1.116025636802502
3144925,87,2007,Female,3,2,2,125,0,0,0,NA,NA,NA,-0.31557114485500987
3144926,87,2007,Female,3,1,2,122,0,0,0,Yes,2018-02-18T00:00:00Z,NA,-0.7667952069532132
3144927,111,2007,Female,3,2,2,134,0,0,0,NA,NA,NA,0.3502848341876267
3144928,111,2007,Male,3,1,2,134,0,0,1,NA,NA,NA,1.24081126784636
3144929,112,2007,Male,3,1,2,136,0,0,2,NA,NA,NA,1.22333581086917
3144930,112,2007,Male,3,2,2,137,0,0,2,NA,NA,NA,-0.44995491681870214
3144932,136,2007,Female,3,1,2,122,1,1,1,NA,NA,NA,-0.7412534813669536
3144933,137,2007,Female,3,1,2,133,0,0,2,NA,NA,NA,0.3922094738280751
3144935,120,2007,Male,3,2,2,123,0,0,0,NA,NA,NA,1.6334721572779585
3144936,120,2007,Female,3,1,2,122,0,0,0,NA,NA,NA,1.6395761016025514
3144937,149,2007,Female,4,2,3,137,0,0,1,Yes,2008-01-27T00:00:00Z,NA,-0.577335325240565
3144938,149,2007,Male,3,3,3,127,0,0,0,Yes,2008-06-22T00:00:00Z,NA,0.9712558586087813
3144939,149,2007,Male,4,1,3,131,0,0,0,NA,NA,NA,1.3505847803113078
3144940,26,2007,Female,3,2,2,130,1,1,0,NA,NA,NA,1.3469911378953408
3144941,26,2007,Female,3,1,2,128,1,1,0,NA,NA,NA,0.7548746340916404
3144942,46,2007,Female,3,1,2,129,1,1,0,NA,NA,NA,1.5383418762421448
3144943,46,2007,Female,3,2,2,129,1,1,0,NA,NA,NA,-0.4223413097327416
3144944,139,2007,Female,2,1,1,134,1,1,1,NA,NA,NA,-0.0314795294491802
3144945,107,2007,Male,4,1,1,128,0,0,1,NA,NA,NA,1.7515692002660155
3144946,50,2007,Male,3,2,2,128,1,1,0,Yes,2007-12-25T00:00:00Z,NA,-0.3173311483197648
3144947,50,2007,Female,3,1,2,125,1,1,1,NA,NA,NA,0.008251078701092573
3144948,80,2007,Female,3,1,2,127,0,0,1,NA,NA,NA,0.5073082253766118
3144949,80,2007,Female,3,2,2,130,1,1,0,NA,NA,NA,0.8366581752727923
3144950,55,2007,Male,3,1,2,147,0,0,3,NA,NA,NA,-0.7204043127615322
3108901,194,2009,Male,4,2,2,128,0,0,3,Yes,2010-02-16T00:00:00Z,NA,0.294931775393995
3108902,21,2009,Female,3,1,1,129,0,0,1,NA,NA,NA,0.8188418265954547
3108903,199,2009,Male,3,1,1,125,0,0,0,Yes,2011-01-29T00:00:00Z,NA,0.363461197803702
3108904,212,2009,Female,2,2,2,130,1,1,0,NA,NA,NA,1.1850416886595385
3108905,212,2009,Female,3,1,2,128,0,0,0,NA,NA,NA,-0.1887657194507671
3108912,207,2009,Male,4,1,3,136,1,1,1,Yes,2009-07-01T00:00:00Z,NA,-3.4069799103028164
3108913,207,2009,Female,4,2,3,132,1,1,0,NA,NA,NA,-0.19675335374136713
3108914,132,2009,Male,3,1,1,136,0,0,2,NA,NA,NA,0.733641410515887
3108915,32,2009,Female,4,1,2,125,1,1,0,NA,NA,NA,-1.1307471170402847
3108916,32,2009,Male,3,2,2,131,1,1,0,Yes,2010-04-03T00:00:00Z,NA,-2.1697971716837574
3108917,200,2009,Female,3,1,1,139,1,1,1,NA,NA,NA,-1.1986631520258864
3108918,96,2009,Male,3,1,1,126,1,1,1,NA,NA,NA,1.2351347506465788
3108920,201,2009,Male,4,1,1,133,0,0,0,Yes,2013-03-18T00:00:00Z,NA,-3.116040510994441
3108921,185,2009,Male,4,1,1,132,1,1,0,NA,NA,NA,-2.3372515707580632
3108922,154,2009,Female,3,1,1,142,1,1,2,NA,NA,NA,-2.2578274251671178
3108923,148,2009,Female,3,1,1,137,0,0,0,NA,NA,NA,1.0889108625364692
3108924,102,2009,Male,4,1,2,132,0,0,0,NA,NA,NA,-0.1501165678299522
3108925,102,2009,Male,3,2,2,141,0,0,0,Yes,2009-06-26T00:00:00Z,NA,-1.8059358590985863
3108926,18,2009,Male,3,1,1,133,0,0,0,NA,NA,NA,-1.030617014245465
3108927,11,2009,Female,3,1,2,140,0,0,1,NA,NA,NA,-0.0759951847561652
3108929,6,2009,Male,3,1,2,136,0,0,0,NA,NA,NA,2.231695049592637
3108934,159,2009,Female,2,1,2,134,1,1,3,NA,NA,NA,-0.12352125158582403
3108935,159,2009,Female,3,2,2,135,1,1,1,NA,NA,NA,-0.056704554743160954
3108936,88,2009,Male,3,2,2,140,0,0,1,Yes,2016-07-04T00:00:00Z,Car collision,0.21904585013144376
3108937,88,2009,Female,3,1,2,138,1,1,1,NA,NA,NA,0.3186424680463352
3108938,99,2009,Male,3,1,1,132,0,0,1,NA,NA,NA,1.1372308232539652
3108939,111,2009,Male,4,1,1,140,0,0,0,NA,NA,NA,0.7092166466251654
3108940,126,2009,Female,3,1,1,140,0,0,0,NA,NA,NA,-3.1072105152078344
3108941,137,2009,Male,3,1,1,137,1,1,2,NA,NA,NA,1.2326290417742163
3108942,198,2009,Female,3,1,1,137,1,1,1,NA,NA,NA,-1.1974801292908375
3108943,112,2009,Female,4,1,1,129,0,0,0,NA,NA,NA,-1.024598287886519
3108944,61,2009,Male,4,1,1,131,0,0,0,NA,NA,NA,0.5612900583007515
3108945,150,2009,Female,3,1,1,128,1,1,1,NA,NA,NA,1.5151504112847476
3108946,145,2009,Female,3,1,1,141,1,1,1,NA,NA,NA,0.26480883314364545
3108947,162,2009,Female,4,1,1,144,0,0,1,NA,NA,NA,-0.6878227964855221
3108948,181,2009,Female,4,1,1,140,0,0,0,NA,NA,NA,-0.00436475518314734
3108949,64,2009,Female,2,1,1,141,1,1,3,NA,NA,NA,-0.5163077337410201
3109001,26,2009,Male,3,2,2,137,1,1,0,NA,NA,NA,0.5259897130929885
3109002,26,2009,Female,4,1,2,133,1,1,0,NA,NA,NA,-0.6204844751075712
3144721,116,2009,Male,3,2,2,127,1,1,0,NA,NA,NA,0.72036518481937994
3144725,134,2009,Male,3,1,2,127,0,0,2,Yes,2013-01-25T00:00:00Z,NA,-0.4220109496402816
3144728,87,2009,Male,3,1,1,129,0,0,2,NA,NA,NA,0.7953317931514924
3144732,53,2009,Male,4,1,3,129,0,0,3,NA,NA,NA,-0.5892079304207384
3144733,53,2009,Female,3,2,3,130,1,1,3,NA,NA,NA,-2.4506911457764966
3144737,164,2009,Male,2,1,1,126,0,0,1,NA,NA,NA,1.3883619369942515
3144738,210,2009,Male,3,2,2,129,1,1,0,NA,NA,NA,0.4402701737240464
3144739,210,2009,Male,2,1,2,128,1,1,0,NA,NA,NA,-0.2890924545691901
3144740,31,2009,Female,3,1,1,125,0,0,0,NA,NA,NA,0.8323089234843727
3144741,41,2009,Female,3,1,1,124,1,1,0,NA,NA,NA,-0.45134586924655606
3144742,34,2009,Female,4,1,2,131,1,1,1,NA,NA,NA,-0.12571503002341183
3144744,193,2009,Male,3,1,1,123,0,0,1,NA,NA,NA,-0.3482620150888366
3144747,191,2009,Male,2,1,2,130,0,0,1,NA,NA,NA,0.20997763133355343
3144749,194,2009,Female,4,1,2,126,0,0,3,NA,NA,NA,0.5391909890094029
3109003,39,2010,Male,4,2,2,122,0,0,0,NA,NA,NA,0.7304376632613546
3109004,39,2010,Female,4,1,2,119,0,0,0,NA,NA,NA,-0.5876070080225577
3109005,174,2010,Male,3,1,4,125,0,0,0,Yes,2010-10-27T00:00:00Z,NA,-0.007474012211552248
3109006,174,2010,Male,3,2,4,125,0,0,0,NA,NA,NA,0.1810604640693956
3109009,194,2010,Female,3,1,4,117,0,0,0,NA,NA,NA,-0.6869241502350888
3109010,194,2010,Female,3,2,4,119,0,0,0,NA,NA,NA,-0.052482498919285525
3109011,194,2010,Female,3,3,4,122,0,0,0,NA,NA,NA,-0.36541076234828235
3109012,194,2010,Female,4,4,4,125,0,0,2,NA,NA,NA,-0.6983135114876255
3109013,261,2010,Female,4,1,3,121,1,1,0,NA,NA,NA,-1.8665985791966202
3109014,261,2010,Female,4,2,3,122,1,1,0,NA,NA,NA,-1.758858348018711
3109016,12,2010,Male,3,2,4,116,0,0,0,NA,NA,NA,-0.31346483622356375
3109017,12,2010,Female,3,1,4,116,1,1,0,NA,NA,NA,0.05713083584576794
3109018,12,2010,Female,2,3,4,117,0,0,0,Yes,2011-03-31T00:00:00Z,NA,0.6435394402478699
3109019,41,2010,Male,4,1,3,120,1,1,0,NA,NA,NA,1.183805086193552
3109020,41,2010,Male,4,2,3,122,1,1,0,NA,NA,NA,0.9405108617586639
3109021,116,2010,Male,3,1,3,119,1,1,0,NA,NA,NA,0.48693104932499515
3109022,116,2010,Male,3,2,3,119,1,1,0,NA,NA,NA,0.1560249233461733
3109024,63,2010,Female,3,1,3,120,0,0,0,NA,NA,NA,0.2273210851979633
3109025,63,2010,Female,3,2,3,125,0,0,0,NA,NA,NA,-1.7269042678306918
3109028,136,2010,Male,4,1,3,120,0,0,0,NA,NA,NA,1.4357813893320386
3109030,205,2010,Male,2,1,1,127,1,1,1,NA,NA,NA,1.3800218221718814
3109031,233,2010,Female,3,1,2,125,0,0,0,Yes,2011-01-23T00:00:00Z,NA,0.34237732125615483
3109033,56,2010,Male,3,2,3,123,0,0,0,NA,NA,NA,0.8096529068761794
3109034,56,2010,Female,2,1,3,121,0,0,0,NA,NA,NA,1.2560744358007083
3109036,210,2010,Female,3,1,3,123,1,1,0,NA,NA,NA,-0.375561475136959
3109037,210,2010,Male,3,2,3,125,0,0,0,NA,NA,NA,-0.9409570806013977
3109039,237,2010,Male,3,1,1,127,0,0,0,NA,NA,NA,0.15673735054110244
3109040,244,2010,Female,3,3,3,122,1,1,0,NA,NA,NA,0.8893129865049183
3109041,244,2010,Male,4,2,3,120,0,0,0,NA,NA,NA,0.6970042478223044
3109042,244,2010,Female,4,1,3,118,1,1,0,NA,NA,NA,-0.3368021527395733
3109043,105,2010,Female,4,2,3,123,0,0,0,NA,NA,NA,0.3239850602482169
3109044,105,2010,Male,4,1,3,123,1,1,0,NA,NA,NA,-0.13107614736407167
3109045,105,2010,Male,4,3,3,126,1,1,0,NA,NA,NA,-0.029012734427913665
3109046,249,2010,Male,4,1,3,127,0,0,2,NA,NA,NA,0.37518539615687385
3109049,140,2010,Female,3,1,3,125,1,1,0,NA,NA,NA,0.5672584097601069
3109050,140,2010,Male,3,2,3,126,0,0,0,NA,NA,NA,0.5600996288290688
3109052,110,2010,Female,3,2,2,127,0,0,0,NA,NA,NA,-0.34995916080340417
3109053,110,2010,Male,4,1,2,124,0,0,0,Yes,2011-04-07T00:00:00Z,NA,0.9784770403417802
3109054,87,2010,Female,3,2,3,126,1,1,0,NA,NA,NA,0.24207496333157325
3109055,87,2010,Male,3,1,3,124,0,0,0,NA,NA,NA,-0.2880710652095909
3109058,55,2010,Female,4,1,2,121,1,1,0,NA,NA,NA,0.1350565041053385
3109060,178,2010,Female,4,1,3,118,0,0,0,NA,NA,NA,0.7414307346704377
3109061,178,2010,Female,4,2,3,119,0,0,0,NA,NA,NA,-0.5313548180131666
3109062,178,2010,Female,4,3,3,125,0,0,0,NA,NA,NA,-0.6644808386150998
3109064,235,2010,Male,3,2,3,126,0,0,2,NA,NA,NA,0.5987414637061853
3109065,235,2010,Female,3,1,3,123,0,0,0,NA,NA,NA,0.8359280388060897
3109069,234,2010,Male,4,1,3,116,1,1,0,NA,NA,NA,-0.09123772680030795
3109070,234,2010,Male,4,3,3,124,1,1,0,NA,NA,NA,0.24026686676763304
3109071,234,2010,Female,3,2,3,122,1,1,0,NA,NA,NA,-1.455338532383796
3109072,44,2010,Female,4,2,3,127,1,1,0,NA,NA,NA,0.7968916759845919
3109073,44,2010,Female,4,3,3,122,1,1,0,NA,NA,NA,-0.6799374076297853
3109074,44,2010,Female,4,1,3,123,1,1,0,NA,NA,NA,1.6263812299804685
3109075,225,2010,Female,4,3,3,125,0,0,0,NA,NA,NA,1.6519484539860203
3109076,225,2010,Male,3,2,3,123,0,0,0,NA,NA,NA,0.39233624778497916
3109077,225,2010,Female,4,1,3,122,0,0,0,NA,NA,NA,1.1185033525118129
3109078,200,2010,Female,3,1,3,123,1,1,0,NA,NA,NA,0.3244842480516324
3109079,200,2010,Male,4,2,3,128,1,1,0,NA,NA,NA,-1.0679876617533088
3109081,32,2010,Female,3,1,3,122,1,1,0,NA,NA,NA,0.09886477747876113
3109083,32,2010,Female,3,2,3,124,1,1,0,NA,NA,NA,-1.2210524372236904
3109084,164,2010,Male,4,2,3,123,0,0,0,NA,NA,NA,0.8312070596105751
3109085,164,2010,Female,4,1,3,121,1,1,0,NA,NA,NA,1.4416747296614687
3109086,164,2010,Female,3,3,3,127,0,0,1,NA,NA,NA,-0.25347431650195446
3109087,141,2010,Male,4,2,3,123,1,1,0,NA,NA,NA,-0.2891833323750744
3109088,141,2010,Male,4,3,3,119,0,0,0,NA,NA,NA,-0.5372842271942373
3109089,141,2010,Female,4,1,3,120,0,0,0,NA,NA,NA,-0.6338542142083725
3109090,246,2010,Male,4,1,1,128,0,0,0,NA,NA,NA,1.1581752095649411
3109091,33,2010,Male,3,3,3,128,0,0,0,NA,NA,NA,-0.7721329471357969
3109092,33,2010,Male,3,1,3,129,1,1,0,NA,NA,NA,-0.2890924545691901
3109093,33,2010,Female,3,2,3,125,0,0,0,NA,NA,NA,0.3895087512556807
3109094,227,2010,Female,4,1,2,121,1,1,0,NA,NA,NA,-0.24331518451497192
3109095,227,2010,Female,4,2,2,123,0,0,0,NA,NA,NA,-0.6280000579487018
3109096,166,2010,Male,2,2,5,129,1,1,0,NA,NA,NA,0.2107584394835946
3109097,166,2010,Female,3,1,5,129,1,1,0,NA,NA,NA,0.1971796348439741
3109098,166,2010,Male,4,3,5,136,1,1,0,NA,NA,NA,-0.4507862841076761
3109100,228,2010,Female,3,2,3,127,1,1,0,NA,NA,NA,-0.4799207906385301
3403651,107,2010,Female,4,1,2,126,1,1,0,NA,NA,NA,1.6181104717621617
3403652,107,2010,Male,3,2,2,131,1,1,0,NA,NA,NA,0.32482096450612435
3403653,49,2010,Female,3,3,3,132,1,1,0,NA,NA,NA,-0.5054595613464885
3403654,49,2010,Female,3,2,3,126,1,1,0,NA,NA,NA,1.8777652228224482
3403655,49,2010,Female,3,1,3,125,1,1,0,NA,NA,NA,1.0370173862789513
3403656,47,2010,Female,4,2,3,133,1,1,0,NA,NA,NA,0.7102426290978598
3403657,47,2010,Male,3,3,3,129,0,0,0,NA,NA,NA,0.7479131202385446
3403658,47,2010,Female,4,1,3,130,1,1,0,NA,NA,NA,1.835808244074049
3403659,53,2010,Female,3,1,3,125,1,1,0,NA,NA,NA,-0.33278062274294024
3403660,53,2010,Male,2,2,3,125,1,1,0,NA,NA,NA,0.6037732082042665
