model,DeltaQAICc,weight,npar,QDeviance
S(AgeClass3 * NAO + Juvenile:Leucocytozoon)p(1)r(Ageclass2)F(1),58.29108518403427,9.910281140835948e-14,11,1888.9593665395662
S(AgeClass3 + NAO + Juvenile:Body condition)p(1)r(1)F(1),59.314673849327846,5.94041136712264e-14,7,5810.649131760734
S(AgeClass3 + NAO + Body condition)p(1)r(1)F(1),62.13265967324696,1.451772861571603e-14,7,5813.467117584653
S(AgeClass3 * Body condition + NAO)p(1)r(1)F(1),62.74033818587759,1.0713785850294451e-14,9,5810.055596336506
S(AgeClass3 + NAO + Juvenile:Hatch date)p(1)r(1)F(1),62.92578349377891,9.765039950072098e-15,7,5814.260241405185
S(AgeClass3 * NAO + Juvenile:Body condition)p(1)r(1)F(1),63.19978587307105,8.5148139638324465e-015,9,5810.515044023699
S(AgeClass3 + Juvenile:Body condition)p(Time)r(Ageclass2)F(1),63.43525601053079,7.569086580518955e-15,19,5790.586296973775
S(AgeClass3 + NAO + Juvenile:Nestling age:Leucocytozoon)p(1)r(1)F(1),64.77595183225458,3.871819246935778e-15,8,5814.101376586306
S(AgeClass3 + NAO)p(1)r(1)F(1),66.29811040572258,1.8087666415426023e-15,6,1907.017229575693
S(AgeClass3 + Body condition)p(Time)r(Ageclass2)F(1),66.67848171660626,1.4954984222004017e-15,19,5793.82952267985
S(AgeClass3 * NAO + Juvenile:Hatch date)p(1)r(1)F(1),66.83284338240719,1.3844164445218118e-15,9,5814.1481015330355
S(AgeClass3 * Body condition)p(Time)r(Ageclass2)F(1),67.12865947300361,1.1940736134278983e-15,21,5790.23315925712
S(AgeClass3 + NAO + Juvenile:Nestling age)p(1)r(1)F(1),67.42269524759467,1.0308181203507784e-15,7,5818.757153159001
S(AgeClass3 + NAO + Sex)p(1)r(1)F(1),68.20527380491967,0,7,1906.9164923052224
S(AgeClass3 + NAO + Morph)p(1)r(1)F(1),68.23591270407633,0,8,1904.9380980470235
S(AgeClass3 + NAO + Juvenile:Rank)p(1)r(1)F(1),68.2865494920743,0,7,5819.621007403481
S(AgeClass3 + NAO + Leucocytozoon)p(1)r(1)F(1),68.30369626151605,0,7,1907.0149147618183
S(AgeClass3 * NAO + Juvenile:Nestling age:Leucocytozoon)p(1)r(1)F(1),68.68356489554026,0,10,5813.987522037212
S(AgeClass3 + NAO + Juvenile:Leucocytozoon)p(1)r(1)F(1),68.73325475173533,0,8,1905.4353543608365
S(AgeClass3 * NAO)p(1)r(1)F(1),70.24311353493704,0,8,1906.9452131440373
S(AgeClass3 * NAO + Juvenile:Nestling age)p(1)r(1)F(1),71.37365086599402,0,9,5818.688909016622
S(AgeClass3 * NAO + Sex)p(1)r(1)F(1),72.14637003089047,0,9,1906.8383030365674
S(AgeClass3 * NAO + Morph)p(1)r(1)F(1),72.20071024344998,0,10,1904.8813422401706
S(AgeClass3 * NAO + Juvenile:Rank)p(1)r(1)F(1),72.23227534579382,0,9,5819.547533496422
S(AgeClass3 * NAO + Leucocytozoon)p(1)r(1)F(1),72.25190839680454,0,9,1906.9438414024821
S(AgeClass3 * NAO + Juvenile:Leucocytozoon)p(1)r(1)F(1),72.68262019861231,0,10,1905.3632521953336
S(AgeClass3 + Juvenile:Hatch date)p(Time)r(Ageclass2)F(1),73.79619144575918,0,19,5800.947232409003
S(AgeClass3 + Juvenile:Body condition)p(Time)r(1)F(1),73.84896786514855,0,18,5803.021562842229
S(AgeClass3 + Juvenile:Leucocytozoon)p(Time)r(Ageclass2)F(1),74.23667136934728,0,20,1886.7416891138062
S(AgeClass3)p(Time)r(Ageclass2)F(1),74.76923498109227,0,18,1891.3185905470682
S(AgeClass3 + Juvenile:Nestling age:Leucocytozoon)p(Time)r(Ageclass2)F(1),75.69740465809718,0,20,5800.8257475475075
S(AgeClass3 + Leucocytozoon)p(Time)r(Ageclass2)F(1),75.9274491535316,0,19,1890.455250705672
S(AgeClass3 + Morph)p(Time)r(Ageclass2)F(1),76.34520960760983,0,20,1888.8503130859162
S(AgeClass3 + Juvenile:Nestling age)p(Time)r(Ageclass2)F(1),76.5642801706017,0,19,5803.7153211338455
S(AgeClass3 + Juvenile:Rank)p(Time)r(Ageclass2)F(1),76.73257571267368,0,19,5803.883616675917
S(AgeClass3 + Sex)p(Time)r(Ageclass2)F(1),76.79053179338644,0,19,1891.3182476116795
S(AgeClass3 + Body condition)p(Time)r(1)F(1),77.43547189544915,0,18,5806.60806687253
S(AgeClass3 * Body condition)p(Time)r(1)F(1),77.55422832095337,0,20,5802.682571210364
S(AgeClass3 + Juvenile:Hatch date)p(Time)r(1)F(1),84.56647037091989,0,18,5813.739065348001
S(AgeClass3 + Juvenile:Leucocytozoon)p(Time)r(1)F(1),85.3739473744281,0,19,1899.9016631927204
S(AgeClass3)p(Time)r(1)F(1),85.52128114641528,0,17,1904.0910476365964
S(AgeClass3 + Juvenile:Nestling age:Leucocytozoon)p(Time)r(1)F(1),86.30450255203596,0,19,5813.45554351528
S(AgeClass3 + Leucocytozoon)p(Time)r(1)F(1),86.76923010726568,0,18,1903.3185856732418
S(AgeClass3 + Morph)p(Time)r(1)F(1),87.09505435715255,0,19,1901.6227701754444
S(AgeClass3 + Juvenile:Nestling age)p(Time)r(1)F(1),87.23322168836148,0,18,5816.405816665442
S(AgeClass3 + Juvenile:Rank)p(Time)r(1)F(1),87.44995685410595,0,18,5816.622551831187
S(AgeClass3 + Sex)p(Time)r(1)F(1),87.54143486907833,0,18,1904.0907904350552
S(AgeClass3 + Juvenile:Body condition)p(1)r(Ageclass2)F(1),132.857853856136,0,7,5884.192311767542
S(AgeClass3 * Body condition)p(1)r(Ageclass2)F(1),136.3401025318435,0,9,5883.655360682472
S(AgeClass3 + Body condition)p(1)r(Ageclass2)F(1),136.5351500306324,0,7,5887.869607942039
S(AgeClass3 + Juvenile:Hatch date)p(1)r(Ageclass2)F(1),142.11385146853263,0,7,5893.448309379939
S(AgeClass3 + Juvenile:Leucocytozoon)p(1)r(Ageclass2)F(1),145.32675930839923,0,8,1982.0288589174993
S(AgeClass3)p(1)r(Ageclass2)F(1),145.51669963008317,0,6,1986.2357330662062
S(AgeClass3 + Juvenile:Nestling age:Leucocytozoon)p(1)r(Ageclass2)F(1),146.4779076748764,0,8,5895.803332428928
S(AgeClass3 + Leucocytozoon)p(1)r(Ageclass2)F(1),146.58221385122852,0,7,1985.2933466176833
S(AgeClass3 + Juvenile:Nestling age)p(1)r(Ageclass2)F(1),147.40431571211684,0,7,5898.738773623523
S(AgeClass3 + Morph)p(1)r(Ageclass2)F(1),147.48536611343206,0,8,1984.1875514563792
S(AgeClass3 + Juvenile:Rank)p(1)r(Ageclass2)F(1),147.5239144289735,0,7,5898.85837234038
S(AgeClass3 + Sex)p(1)r(Ageclass2)F(1),147.524600299751,0,7,1986.2357330662062
S(AgeClass3 + Juvenile:Body condition)p(1)r(1)F(1),151.76969777628437,0,6,5905.112056357359
S(AgeClass3 * Body condition)p(1)r(1)F(1),155.12536643978274,0,8,5904.450791193834
S(AgeClass3 + Body condition)p(1)r(1)F(1),155.93876329837258,0,6,5909.281121879447
S(AgeClass3 + Juvenile:Hatch date)p(1)r(1)F(1),161.27355194096344,0,6,5914.615910522038
S(AgeClass3)p(1)r(1)F(1),164.75940745698517,0,5,2007.4852100323892
S(AgeClass3 + Juvenile:Leucocytozoon)p(1)r(1)F(1),164.76987793202989,0,7,2003.481096432332
S(AgeClass3 + Juvenile:Nestling age:Leucocytozoon)p(1)r(1)F(1),165.65893792758834,0,7,5916.993395838995
S(AgeClass3 + Leucocytozoon)p(1)r(1)F(1),165.88320370385918,0,6,2006.6022371399818
S(AgeClass3 + Juvenile:Nestling age)p(1)r(1)F(1),166.64134811472923,0,6,5919.983706695803
S(AgeClass3 + Juvenile:Rank)p(1)r(1)F(1),166.75597426844797,0,6,5920.098332849522
S(AgeClass3 + Morph)p(1)r(1)F(1),166.75907465497676,0,7,2005.4702931552793
S(AgeClass3 + Sex)p(1)r(1)F(1),166.76506205625265,0,6,2007.4841812262225
